Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mutans	species	686		0.166	0.016	0.0	0.023	0.067	22.078	0.005	0.0	0.0	0.021	7.792	0.008	0.0	0.0	0.066	3.896	0.005	0.0	0.0	0.022	9.091	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.044	0.838	14.286	0.166	0.0	0.129	0.859	16.883	0.014	0.0	0.053	0.036	18.182	0.0	0.0	0.0	0.001	1.299	0.002	0.0	0.0	0.011	3.896
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;viscosus	species	688	reads equally close to A. viscosus and A. sp. HMT 171 were assigned half to each taxon; 	0.79	0.034	0.0	0.095	0.102	45.455	0.013	0.0	0.041	0.024	41.558	0.008	0.0	0.016	0.043	16.883	0.003	0.0	0.011	0.01	19.481	0.0	0.0	0.0	0.003	1.299	0.728	0.0	2.373	1.342	85.714	0.79	0.0	1.827	1.384	88.312	0.031	0.0	0.052	0.12	38.961	0.001	0.0	0.0	0.004	9.091	0.087	0.0	0.02	0.718	16.883
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;naviforme	species	689	reads equally close to F. nucleatum subsp. polymorphum, F. nucleatum subsp. vincentii, and F. polymorphum were assigned one third to each taxon; 	0.275	0.026	0.0	0.021	0.098	14.286	0.006	0.0	0.0	0.034	9.091	0.011	0.0	0.0	0.073	6.494	0.1	0.0	0.068	0.502	19.481	0.0	0.0	0.0	0.0	0.0	0.275	0.0	0.454	1.03	25.974	0.073	0.0	0.181	0.224	22.078	0.043	0.0	0.085	0.177	22.078	0.003	0.0	0.007	0.013	11.688	0.046	0.0	0.025	0.296	15.584
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	690		0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.217	0.0	0.037	1.056	10.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.027	2.597	0.0	0.0	0.0	0.002	1.299	0.056	0.0	0.0	0.408	7.792
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;neglectum	species	691	reads equally close to M. diversum, M. neglectum, and M. vescum were assigned one third to each taxon; 	0.092	0.011	0.0	0.036	0.018	48.052	0.068	0.0	0.168	0.091	84.416	0.002	0.0	0.002	0.006	10.39	0.082	0.0	0.203	0.117	81.818	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.036	0.035	32.468	0.004	0.0	0.01	0.012	19.481	0.059	0.0	0.185	0.079	74.026	0.091	0.0	0.257	0.103	84.416	0.092	0.0	0.196	0.097	84.416
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693		1.046	0.047	0.0	0.165	0.095	45.455	0.035	0.0	0.088	0.062	48.052	0.017	0.0	0.016	0.114	14.286	1.046	0.0	2.061	3.325	57.143	0.001	0.0	0.0	0.005	1.299	0.882	0.0	2.888	1.925	59.74	0.304	0.0	1.134	0.682	44.156	0.198	0.0	0.522	0.403	59.74	0.015	0.0	0.044	0.042	22.078	0.264	0.0	0.34	1.532	36.364
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	701	reads equally close to S. odontolytica, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; 	0.205	0.019	0.0	0.028	0.084	14.286	0.07	0.0	0.125	0.201	33.766	0.002	0.0	0.0	0.009	7.792	0.093	0.0	0.274	0.248	37.662	0.0	0.0	0.0	0.002	1.299	0.004	0.0	0.0	0.032	5.195	0.006	0.0	0.0	0.048	2.597	0.04	0.0	0.089	0.161	28.571	0.205	0.0	0.278	0.709	44.156	0.132	0.0	0.402	0.348	36.364
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706		1.305	0.18	0.0	0.375	0.663	64.935	0.032	0.0	0.107	0.052	48.052	0.101	0.0	0.168	0.409	45.455	0.009	0.0	0.029	0.02	23.377	0.0	0.0	0.0	0.0	0.0	1.029	0.053	1.943	1.863	96.104	1.305	0.104	2.664	1.952	94.805	0.11	0.0	0.263	0.2	62.338	0.006	0.0	0.029	0.015	16.883	0.014	0.0	0.043	0.028	35.065
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._oralis	species	707	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	0.819	0.597	0.072	1.521	0.64	100.0	0.819	0.118	2.032	1.141	100.0	0.295	0.017	1.029	0.549	98.701	0.372	0.061	0.883	0.344	100.0	0.001	0.0	0.004	0.002	14.286	0.516	0.044	1.459	0.564	100.0	0.687	0.071	1.693	0.694	98.701	0.477	0.062	0.994	0.496	97.403	0.675	0.17	1.807	0.581	100.0	0.386	0.031	0.9	0.394	98.701
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714		1.354	0.169	0.0	0.524	0.445	58.442	0.936	0.0	2.71	1.383	85.714	0.02	0.0	0.058	0.05	24.675	0.892	0.0	2.166	1.193	87.013	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.028	0.031	19.481	0.011	0.0	0.0	0.061	6.494	1.228	0.0	3.196	1.316	85.714	0.833	0.0	2.391	0.998	88.312	1.354	0.0	3.653	1.415	88.312
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	718		3.46	2.47	0.078	5.541	3.908	96.104	1.725	0.21	4.199	2.75	98.701	3.46	0.045	8.655	5.286	94.805	1.583	0.033	3.609	2.841	92.208	0.011	0.0	0.05	0.032	18.182	1.075	0.0	2.715	2.169	80.519	2.131	0.0	3.974	5.739	88.312	2.471	0.158	8.019	3.665	94.805	2.579	0.022	7.58	4.528	93.506	1.328	0.018	3.594	1.887	92.208
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_721	species	721	reads equally close to S. parasanguinis clade 721 and S. sp. HMT 066 were assigned half to each taxon; 	0.636	0.118	0.014	0.347	0.146	96.104	0.477	0.08	0.977	0.374	100.0	0.053	0.003	0.154	0.083	96.104	0.503	0.108	0.815	0.754	100.0	0.004	0.0	0.0	0.015	9.091	0.004	0.0	0.013	0.009	36.364	0.006	0.0	0.017	0.013	51.948	0.414	0.024	0.786	0.759	96.104	0.636	0.132	1.311	0.776	98.701	0.602	0.086	1.193	0.689	98.701
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;parvula	species	723		0.983	0.094	0.0	0.224	0.182	62.338	0.46	0.036	1.175	0.634	90.909	0.013	0.0	0.021	0.053	16.883	0.561	0.01	1.239	0.894	89.61	0.0	0.0	0.0	0.0	1.299	0.115	0.0	0.257	0.275	55.844	0.027	0.0	0.095	0.054	33.766	0.712	0.0	1.802	0.86	83.117	0.983	0.033	2.758	1.13	90.909	0.84	0.0	2.043	0.965	88.312
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	728	reads equally close to S. parasanguinis clade 411, S. peroris, and S. sp. HMT 057 were assigned one third to each taxon; reads equally close to S. parasanguinis clade 411,S. peroris, S. sp. HMT 056, and S. sp. HMT 057 were assigned one fourth to each taxon; 	0.129	0.017	0.0	0.049	0.034	62.338	0.049	0.0	0.118	0.086	80.519	0.006	0.0	0.017	0.015	29.87	0.061	0.0	0.123	0.12	76.623	0.0	0.0	0.0	0.0	1.299	0.002	0.0	0.006	0.003	20.779	0.002	0.0	0.008	0.005	20.779	0.037	0.0	0.07	0.119	51.948	0.129	0.003	0.366	0.233	89.61	0.062	0.0	0.159	0.119	59.74
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;pneumosintes	species	736		0.072	0.007	0.0	0.014	0.03	11.688	0.003	0.0	0.0	0.011	7.792	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.157	0.244	32.468	0.0	0.0	0.0	0.002	1.299	0.04	0.0	0.125	0.123	22.078	0.015	0.0	0.004	0.103	10.39	0.03	0.0	0.082	0.079	27.273	0.001	0.0	0.0	0.005	6.494	0.023	0.0	0.056	0.098	18.182
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;polysaccharea	species	737	reads equally close to N. cinerea, N. meningitidis, and N. polysaccharea were assigned one third to each taxon; 	0.441	0.02	0.0	0.032	0.073	22.078	0.061	0.0	0.073	0.285	29.87	0.441	0.0	1.66	1.358	37.662	0.006	0.0	0.023	0.014	24.675	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.009	0.014	12.987	0.007	0.0	0.012	0.032	16.883	0.009	0.0	0.027	0.028	19.481	0.001	0.0	0.0	0.009	5.195	0.029	0.0	0.021	0.212	18.182
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia;propionica	species	739		0.455	0.014	0.0	0.025	0.056	24.675	0.007	0.0	0.018	0.024	15.584	0.008	0.0	0.004	0.042	10.39	0.007	0.0	0.0	0.034	6.494	0.0	0.0	0.0	0.0	0.0	0.455	0.0	1.364	0.654	80.519	0.451	0.0	1.22	0.654	79.221	0.008	0.0	0.029	0.021	16.883	0.002	0.0	0.0	0.011	6.494	0.005	0.0	0.0	0.02	6.494
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;rectus	species	748		0.02	0.0	0.0	0.0	0.003	1.299	0.001	0.0	0.0	0.005	1.299	0.001	0.0	0.0	0.007	2.597	0.02	0.0	0.036	0.079	16.883	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.025	0.109	14.286	0.003	0.0	0.006	0.013	10.39	0.006	0.0	0.0	0.025	7.792	0.0	0.0	0.0	0.002	1.299	0.006	0.0	0.0	0.044	5.195
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;salivarius	species	755	reads equally close to S. salivarius and S. vestibularis were assigned to S.salivarius, except for oligotypes V1V3_291 and V1V3_333 which were assigned to S. vestibularis; 	8.944	2.753	0.1	6.186	5.269	94.805	6.962	0.531	18.603	8.264	100.0	4.164	0.0	12.098	11.092	76.623	7.864	0.661	15.792	8.315	98.701	0.017	0.0	0.052	0.042	24.675	0.142	0.0	0.2	0.607	54.545	0.089	0.0	0.176	0.207	58.442	2.943	0.269	7.568	3.174	94.805	8.944	0.987	20.218	8.324	98.701	7.953	0.631	19.212	8.235	98.701
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;sanguinis	species	757		1.062	0.229	0.0	0.693	0.352	81.818	0.71	0.092	1.56	0.668	97.403	0.054	0.0	0.145	0.12	41.558	0.818	0.056	2.16	0.888	96.104	0.0	0.0	0.0	0.003	1.299	0.006	0.0	0.022	0.015	16.883	0.011	0.0	0.034	0.024	25.974	0.505	0.0	1.051	0.58	88.312	1.062	0.104	2.843	1.115	96.104	0.681	0.068	1.583	0.847	93.506
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sanguinis	species	758		4.048	0.912	0.141	2.283	1.159	98.701	0.494	0.088	1.262	0.589	98.701	0.778	0.042	2.117	1.33	98.701	0.212	0.0	0.636	0.32	83.117	0.002	0.0	0.0	0.007	5.195	3.172	0.394	7.025	3.898	100.0	4.048	0.656	7.776	4.194	100.0	0.585	0.04	1.343	0.572	89.61	0.271	0.0	0.791	0.769	61.039	0.252	0.0	0.62	0.387	88.312
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;showae	species	763		0.807	0.046	0.0	0.107	0.091	54.545	0.05	0.0	0.149	0.082	49.351	0.265	0.0	0.477	0.821	46.753	0.243	0.0	0.723	0.564	63.636	0.001	0.0	0.0	0.005	1.299	0.807	0.0	1.712	1.202	88.312	0.723	0.0	1.832	0.992	84.416	0.38	0.0	0.98	0.567	84.416	0.055	0.0	0.133	0.162	36.364	0.145	0.0	0.51	0.34	50.649
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	764	reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one fourth to each taxon; 	0.793	0.291	0.0	0.776	0.794	79.221	0.135	0.0	0.216	0.51	72.727	0.123	0.0	0.204	0.364	54.545	0.034	0.0	0.048	0.123	46.753	0.001	0.0	0.0	0.003	3.896	0.615	0.0	1.704	1.207	80.519	0.793	0.0	2.061	1.311	83.117	0.195	0.0	0.354	0.421	72.727	0.01	0.0	0.027	0.022	40.26	0.045	0.0	0.107	0.106	48.052
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;socranskii	species	769		0.409	0.011	0.0	0.02	0.038	12.987	0.006	0.0	0.0	0.025	9.091	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.243	0.163	42.857	0.0	0.0	0.0	0.003	1.299	0.409	0.0	1.413	0.708	57.143	0.168	0.0	0.403	0.471	44.156	0.025	0.0	0.071	0.053	35.065	0.003	0.0	0.01	0.01	11.688	0.037	0.0	0.065	0.123	25.974
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	775		2.408	0.331	0.0	0.507	0.885	68.831	0.116	0.0	0.297	0.28	55.844	0.101	0.0	0.199	0.291	37.662	0.528	0.0	1.041	1.52	64.935	0.001	0.0	0.0	0.005	2.597	2.209	0.068	4.628	3.084	96.104	2.408	0.137	5.312	2.686	93.506	0.394	0.0	0.887	0.505	81.818	0.261	0.0	0.688	0.857	51.948	0.414	0.0	0.915	1.482	59.74
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp._HMT_780	species	780		2.824	0.253	0.0	0.637	0.724	42.857	0.097	0.0	0.256	0.249	41.558	2.824	0.0	10.095	4.455	70.13	0.092	0.0	0.163	0.271	41.558	0.0	0.0	0.0	0.003	1.299	0.013	0.0	0.03	0.039	16.883	0.019	0.0	0.052	0.055	20.779	0.114	0.0	0.398	0.247	44.156	0.004	0.0	0.0	0.016	9.091	0.522	0.0	0.225	4.065	29.87
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;saccharolytica	species	781		0.103	0.003	0.0	0.0	0.013	9.091	0.001	0.0	0.0	0.005	5.195	0.002	0.0	0.0	0.011	2.597	0.018	0.0	0.0	0.117	7.792	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.259	0.19	55.844	0.074	0.0	0.258	0.157	37.662	0.019	0.0	0.077	0.04	28.571	0.001	0.0	0.0	0.004	2.597	0.005	0.0	0.019	0.021	11.688
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;fusca	species	782		0.033	0.001	0.0	0.0	0.011	3.896	0.002	0.0	0.0	0.017	3.896	0.0	0.0	0.0	0.002	1.299	0.033	0.0	0.0	0.252	6.494	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.271	2.597	0.026	0.0	0.0	0.229	1.299	0.025	0.0	0.0	0.188	6.494	0.001	0.0	0.0	0.007	1.299	0.015	0.0	0.0	0.105	6.494
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;shahii	species	795		0.211	0.02	0.0	0.085	0.052	23.377	0.075	0.0	0.237	0.187	38.961	0.004	0.0	0.006	0.014	10.39	0.17	0.0	0.53	0.377	44.156	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.039	0.157	16.883	0.034	0.0	0.036	0.141	15.584	0.102	0.0	0.349	0.194	40.26	0.153	0.0	0.451	0.38	35.065	0.211	0.0	0.521	0.612	40.26
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;catarrhalis	species	833	reads equally close to M. catarrhalis and M. nonliquefaciens were assigned half to each taxon; 	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.108	1.299	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.779	6.494
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;goodfellowii	species	845		0.209	0.01	0.0	0.022	0.031	20.779	0.007	0.0	0.017	0.025	12.987	0.015	0.0	0.0	0.106	5.195	0.01	0.0	0.031	0.036	15.584	0.0	0.0	0.0	0.0	0.0	0.209	0.0	0.471	0.422	50.649	0.068	0.0	0.223	0.167	35.065	0.026	0.0	0.089	0.068	25.974	0.001	0.0	0.0	0.005	5.195	0.002	0.0	0.0	0.009	7.792
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;johnsonii	species	849		0.085	0.017	0.0	0.038	0.089	20.779	0.007	0.0	0.014	0.025	12.987	0.0	0.0	0.0	0.003	2.597	0.001	0.0	0.0	0.004	2.597	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.344	0.176	37.662	0.081	0.0	0.215	0.237	32.468	0.001	0.0	0.0	0.004	3.896	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.016	2.597
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;haemolyticus	species	851		0.558	0.259	0.0	0.867	0.591	59.74	0.069	0.0	0.146	0.3	29.87	0.558	0.0	1.478	1.297	58.442	0.099	0.0	0.094	0.574	29.87	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.01	0.088	10.39	0.007	0.0	0.027	0.021	14.286	0.068	0.0	0.138	0.215	32.468	0.006	0.0	0.0	0.024	9.091	0.116	0.0	0.104	0.546	35.065
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;massiliensis	species	852		0.536	0.008	0.0	0.027	0.024	18.182	0.005	0.0	0.017	0.015	14.286	0.024	0.0	0.037	0.121	20.779	0.001	0.0	0.0	0.006	5.195	0.0	0.0	0.0	0.0	0.0	0.446	0.0	1.226	0.558	77.922	0.536	0.0	1.47	0.742	80.519	0.004	0.0	0.0	0.021	9.091	0.0	0.0	0.0	0.002	1.299	0.003	0.0	0.0	0.018	2.597
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;graevenitzii	species	866		2.506	0.142	0.0	0.368	0.326	59.74	0.925	0.0	2.159	2.044	85.714	0.02	0.0	0.068	0.054	20.779	1.455	0.0	4.307	2.17	88.312	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.037	3.896	0.001	0.0	0.0	0.003	3.896	0.455	0.0	1.099	0.99	79.221	2.506	0.025	6.16	3.95	93.506	1.777	0.0	3.786	3.122	85.714
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-6];bacterium_HMT_870	species	870		0.438	0.128	0.0	0.173	0.531	49.351	0.084	0.0	0.236	0.169	57.143	0.157	0.0	0.203	0.606	27.273	0.134	0.0	0.501	0.277	53.247	0.001	0.0	0.0	0.005	3.896	0.049	0.0	0.112	0.152	19.481	0.072	0.0	0.267	0.206	25.974	0.438	0.0	1.239	0.658	68.831	0.103	0.0	0.352	0.166	57.143	0.159	0.0	0.435	0.264	57.143
Bacteria;Gracilibacteria_(GN02);Gracilibacteria_(GN02)_[C-1];Gracilibacteria_(GN02)_[O-1];Gracilibacteria_(GN02)_[F-1];Gracilibacteria_(GN02)_[G-1];bacterium_HMT_872	species	872		0.169	0.007	0.0	0.017	0.024	15.584	0.008	0.0	0.018	0.033	15.584	0.001	0.0	0.0	0.004	2.597	0.002	0.0	0.0	0.007	6.494	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.555	0.389	37.662	0.169	0.0	0.469	0.384	41.558	0.054	0.0	0.148	0.126	40.26	0.001	0.0	0.0	0.006	3.896	0.006	0.0	0.008	0.021	10.39
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus clade_886	species	886		0.024	0.019	0.0	0.039	0.03	84.416	0.014	0.0	0.037	0.017	77.922	0.024	0.0	0.108	0.051	64.935	0.016	0.0	0.037	0.023	83.117	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.007	0.007	44.156	0.006	0.0	0.018	0.011	63.636	0.004	0.0	0.011	0.009	44.156	0.02	0.002	0.051	0.021	92.208	0.008	0.0	0.021	0.011	66.234
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_892	species	892	reads equally close to S. sp. HMT 138 and S. sp. HMT 892 were assigned half to each taxon; 	0.036	0.002	0.0	0.007	0.006	14.286	0.001	0.0	0.0	0.005	3.896	0.001	0.0	0.0	0.003	2.597	0.003	0.0	0.0	0.013	9.091	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.098	0.086	42.857	0.026	0.0	0.096	0.059	32.468	0.021	0.0	0.053	0.061	31.169	0.0	0.0	0.0	0.002	1.299	0.01	0.0	0.0	0.078	6.494
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;oris	species	893		1.97	0.42	0.0	1.096	0.774	72.727	0.102	0.0	0.24	0.115	79.221	0.232	0.0	0.706	0.449	62.338	0.025	0.0	0.088	0.054	35.065	0.0	0.0	0.0	0.0	0.0	1.813	0.089	5.272	2.417	92.208	1.97	0.027	5.102	2.249	93.506	0.12	0.0	0.244	0.245	59.74	0.011	0.0	0.032	0.025	28.571	0.125	0.0	0.107	0.654	32.468
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;sp._HMT_894	species	894		0.099	0.014	0.0	0.0	0.069	7.792	0.001	0.0	0.0	0.006	2.597	0.0	0.0	0.0	0.002	1.299	0.001	0.0	0.0	0.011	1.299	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.11	0.422	18.182	0.048	0.0	0.042	0.25	15.584	0.004	0.0	0.0	0.025	3.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae_[G-1];sp._HMT_900	species	900		0.092	0.011	0.0	0.033	0.029	23.377	0.002	0.0	0.0	0.01	7.792	0.006	0.0	0.0	0.023	9.091	0.006	0.0	0.0	0.036	7.792	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.157	0.161	36.364	0.092	0.0	0.323	0.168	45.455	0.057	0.0	0.066	0.202	28.571	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.011	3.896
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_903	species	903	reads equallly close to C. sp. HMT 324 and C. sp. HMT 903 were assigned half to each taxon; 	0.048	0.003	0.0	0.0	0.025	2.597	0.001	0.0	0.0	0.004	2.597	0.0	0.0	0.0	0.002	2.597	0.0	0.0	0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.104	0.218	15.584	0.014	0.0	0.035	0.046	16.883	0.006	0.0	0.0	0.045	3.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_908	species	908		0.129	0.129	0.0	0.244	0.512	29.87	0.006	0.0	0.004	0.023	10.39	0.115	0.0	0.311	0.297	33.766	0.019	0.0	0.0	0.127	5.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	2.597	0.004	0.0	0.0	0.019	3.896	0.01	0.0	0.022	0.051	12.987	0.001	0.0	0.0	0.008	1.299	0.006	0.0	0.0	0.03	7.792
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_909	species	909	reads equally close to L. hofstadii and L. sp. HMT 909 were assigned half to each taxon; 	0.09	0.029	0.0	0.013	0.204	19.481	0.003	0.0	0.009	0.011	14.286	0.003	0.0	0.0	0.019	6.494	0.003	0.0	0.01	0.008	15.584	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.096	0.089	29.87	0.09	0.0	0.247	0.237	40.26	0.007	0.0	0.017	0.021	18.182	0.001	0.0	0.0	0.005	9.091	0.002	0.0	0.002	0.008	10.39
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_914	species	914		0.113	0.024	0.0	0.0	0.143	9.091	0.004	0.0	0.004	0.013	10.39	0.113	0.0	0.0	0.684	7.792	0.007	0.0	0.0	0.032	9.091	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.051	0.143	14.286	0.02	0.0	0.04	0.062	12.987	0.012	0.0	0.033	0.044	15.584	0.001	0.0	0.0	0.004	3.896	0.002	0.0	0.0	0.009	3.896
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp._HMT_917	species	917		0.056	0.002	0.0	0.0	0.013	2.597	0.008	0.0	0.0	0.043	3.896	0.0	0.0	0.0	0.002	1.299	0.014	0.0	0.0	0.076	3.896	0.0	0.0	0.0	0.002	1.299	0.002	0.0	0.0	0.018	1.299	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.289	3.896	0.015	0.0	0.0	0.092	3.896	0.055	0.0	0.0	0.286	5.195
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_930	species	930		2.467	0.582	0.0	0.968	1.998	42.857	0.213	0.0	0.702	0.548	46.753	2.467	0.0	7.994	4.51	50.649	0.153	0.0	0.265	0.646	41.558	0.0	0.0	0.0	0.002	1.299	0.033	0.0	0.056	0.141	29.87	0.034	0.0	0.095	0.093	29.87	0.106	0.0	0.412	0.214	40.26	0.01	0.0	0.031	0.025	19.481	0.097	0.0	0.185	0.321	31.169
