Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;lacrimalis	species	836		0.001	0.001	0.003	8.824	0.001	0.004	3.571	0	0	0	0	0.001	3.226	0	0.002	5.714	0	0	0	0	0.001	5.556	0	0	0	0	0.001	6.061	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;sanguinegens	species	837		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	2.857	0	0.001	2.941	0	0	0	0	0	0	0	0	0	0.001	0.003	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;iners	species	838		0	0	0	0	0	0	3.571	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;indolicus	species	840		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.005	5
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;sp._HMT_841	species	841		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0.001	0.005	5
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;ureolyticus	species	842		0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0.005	0.02	10
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;micraerophilus	species	843		0.003	0	0.001	2.941	0.001	0.005	3.571	0	0	2.778	0	0.001	6.452	0	0.002	8.571	0	0.001	8.824	0	0.001	2.778	0	0	2.941	0.001	0.005	9.091	0.003	0.015	5
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;vaginalis	species	844		0.004	0	0	0	0	0	0	0	0	0	0.004	0.014	12.903	0	0	0	0	0	0	0	0	2.778	0	0	0	0.002	0.007	9.091	0.001	0.004	5
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;goodfellowii	species	845		0.084	0.006	0.018	32.353	0.063	0.182	35.714	0.01	0.04	30.556	0.001	0.002	25.806	0.084	0.181	60	0.048	0.094	61.765	0.001	0.003	33.333	0	0	0	0.002	0.005	21.212	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_847	species	847		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5.714	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Peptidiphaga;gingivicola	species	848		0.597	0.006	0.022	41.176	0.048	0.243	25	0.008	0.024	33.333	0	0.001	3.226	0.169	0.542	60	0.597	2.299	58.824	0.001	0.003	27.778	0	0	2.941	0	0.001	12.121	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;johnsonii	species	849		0.077	0.006	0.01	47.059	0.029	0.075	64.286	0.009	0.025	52.778	0	0	0	0.077	0.171	91.429	0.068	0.107	79.412	0.002	0.004	25	0	0.001	5.882	0.009	0.049	18.182	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;cardiffensis	species	850		0.01	0.001	0.005	11.765	0.002	0.007	14.286	0	0.001	2.778	0.01	0.039	16.129	0.003	0.012	8.571	0.001	0.002	5.882	0.001	0.004	16.667	0	0	0	0.001	0.004	15.152	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;haemolyticus	species	851	Reads equally close to HMT 036 and 851 were assigned half to each taxon.; Reads equally close to HMT 259 and 851 were assigned half to each taxon.; Reads equally close to HMT 036, 851, and 908 were assigned one-third to each taxon.; 	1.639	0.237	0.614	76.471	0.063	0.104	78.571	1.639	4.504	94.444	0.074	0.182	45.161	0.016	0.056	65.714	0.046	0.216	44.118	0.028	0.067	47.222	0.235	1.052	35.294	0.042	0.14	57.576	0.001	0.003	5
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;massiliensis	species	852		0.187	0.004	0.007	44.118	0.008	0.021	46.429	0.01	0.026	52.778	0	0.001	6.452	0.176	0.362	85.714	0.187	0.386	91.176	0.001	0.002	22.222	0	0.002	2.941	0.001	0.005	21.212	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;pickettii	species	854		0.001	0	0	0	0	0	0	0	0	0	0.001	0.004	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Kytococcaceae;Kytococcus;sedentarius	species	855		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;testosteroni	species	858		0.023	0	0	5.882	0	0.001	7.143	0	0.001	5.556	0.023	0.128	6.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.061	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;gonidiaformans	species	860		0	0	0	0	0	0	0	0	0	0	0	0.002	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_863	species	863		0.019	0	0.001	5.882	0	0	0	0	0	0	0	0.001	6.452	0.004	0.029	11.429	0.019	0.089	17.647	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_864	species	864	Reads equally close to HMT 336 and 864 were assigned half to each taxon.; 	0.117	0.004	0.008	47.059	0.003	0.005	42.857	0.037	0.219	22.222	0	0	6.452	0.073	0.176	80	0.117	0.161	79.412	0.001	0.003	30.556	0	0.001	5.882	0	0.001	12.121	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;ascorbata	species	865		0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;graevenitzii	species	866		0.905	0.081	0.142	73.529	0.322	0.438	92.857	0.033	0.062	52.778	0.689	1.319	100	0.003	0.009	54.286	0.003	0.011	26.471	0.569	0.956	94.444	0.806	1.543	100	0.905	1.309	96.97	0.001	0.002	10
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_869	species	869		0.176	0.004	0.017	8.824	0.003	0.012	10.714	0.016	0.099	19.444	0	0.001	9.677	0.176	0.943	62.857	0.025	0.046	55.882	0	0.001	5.556	0	0.001	5.882	0	0.001	3.03	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-6];bacterium_HMT_870	species	870		0.064	0.016	0.051	44.118	0.037	0.164	53.571	0.007	0.012	36.111	0.044	0.093	61.29	0.007	0.027	34.286	0.037	0.083	41.176	0.024	0.049	63.889	0.022	0.044	58.824	0.064	0.149	72.727	0	0	0
Bacteria;Gracilibacteria_(GN02);Gracilibacteria_(GN02)_[C-1];Gracilibacteria_(GN02)_[O-1];Gracilibacteria_(GN02)_[F-1];Gracilibacteria_(GN02)_[G-1];bacterium_HMT_871	species	871		0.009	0.001	0.003	8.824	0.001	0.002	10.714	0	0.001	2.778	0	0	0	0.003	0.017	22.857	0.009	0.022	23.529	0	0.001	8.333	0	0	0	0	0.001	6.061	0	0	0
Bacteria;Gracilibacteria_(GN02);Gracilibacteria_(GN02)_[C-1];Gracilibacteria_(GN02)_[O-1];Gracilibacteria_(GN02)_[F-1];Gracilibacteria_(GN02)_[G-1];bacterium_HMT_872	species	872		0.102	0.003	0.007	23.529	0.006	0.021	17.857	0.001	0.005	19.444	0	0.002	9.677	0.102	0.621	34.286	0.075	0.177	38.235	0.003	0.011	19.444	0	0	5.882	0.001	0.002	18.182	0	0	0
Bacteria;Gracilibacteria_(GN02);Gracilibacteria_(GN02)_[C-2];Gracilibacteria_(GN02)_[O-2];Gracilibacteria_(GN02)_[F-2];Gracilibacteria_(GN02)_[G-2];bacterium_HMT_873	species	873		0.002	0	0	0	0	0.001	3.571	0	0.003	2.778	0	0	3.226	0	0	0	0.002	0.011	8.824	0	0.001	8.333	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Absconditabacteria_(SR1);Absconditabacteria_(SR1)_[C-1];Absconditabacteria_(SR1)_[O-1];Absconditabacteria_(SR1)_[F-1];Absconditabacteria_(SR1)_[G-1];bacterium_HMT_874	species	874		0.198	0.006	0.015	32.353	0.005	0.012	17.857	0.007	0.031	27.778	0.01	0.021	29.032	0.198	1.403	40	0.035	0.126	47.059	0.02	0.063	38.889	0.003	0.01	32.353	0.023	0.049	45.455	0	0	0
Bacteria;Absconditabacteria_(SR1);Absconditabacteria_(SR1)_[C-1];Absconditabacteria_(SR1)_[O-1];Absconditabacteria_(SR1)_[F-1];Absconditabacteria_(SR1)_[G-1];bacterium_HMT_875	species	875		0.297	0.015	0.036	41.176	0.036	0.103	39.286	0.015	0.032	30.556	0.297	1.153	51.613	0.002	0.006	22.857	0.006	0.03	17.647	0.26	0.988	52.778	0.081	0.357	47.059	0.178	0.594	51.515	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_877	species	877		0.01	0.001	0.003	5.882	0.001	0.003	14.286	0	0.002	13.889	0	0	3.226	0.01	0.045	42.857	0.007	0.02	20.588	0.001	0.002	13.889	0	0.001	2.941	0	0.001	3.03	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_878	species	878		0.015	0	0.002	8.824	0.007	0.034	10.714	0	0.001	8.333	0	0.002	6.452	0.009	0.031	37.143	0.015	0.032	55.882	0	0.001	8.333	0	0	0	0.002	0.009	6.061	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_879	species	879		0.108	0.007	0.026	29.412	0.029	0.102	35.714	0.002	0.006	30.556	0.108	0.532	51.613	0.053	0.238	68.571	0.038	0.18	50	0.002	0.005	19.444	0.002	0.005	29.412	0.039	0.17	42.424	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;panis	species	882		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.009	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;scopos	species	885		0.033	0.022	0.065	38.235	0.033	0.146	32.143	0.011	0.031	13.889	0.011	0.022	54.839	0.003	0.015	25.714	0	0	2.941	0.019	0.044	33.333	0.028	0.087	41.176	0.023	0.064	57.576	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus clade_886	species	886		0.011	0.002	0.007	32.353	0.004	0.006	46.429	0.001	0.003	19.444	0.006	0.011	51.613	0.001	0.004	14.286	0	0.002	5.882	0.011	0.016	83.333	0.008	0.011	70.588	0.005	0.006	54.545	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;denticariosi	species	887	Reads equally close to HMT 160, 161, and 887 were assigned one-third to each taxon.; 	0.027	0.018	0.028	85.294	0.022	0.044	85.714	0.006	0.012	66.667	0.008	0.012	77.419	0.017	0.039	82.857	0.027	0.042	79.412	0.016	0.022	69.444	0.013	0.017	82.353	0.015	0.014	93.939	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;dentalis	species	888		0.067	0.002	0.004	35.294	0.001	0.003	7.143	0.001	0.003	13.889	0	0	0	0.025	0.046	74.286	0.067	0.161	73.529	0.001	0.002	22.222	0	0	0	0	0.002	12.121	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_892	species	892		0.018	0.003	0.01	29.412	0.002	0.005	14.286	0.002	0.01	16.667	0.001	0.002	16.129	0.016	0.038	62.857	0.018	0.044	52.941	0.001	0.003	8.333	0	0	0	0.002	0.006	18.182	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;oris	species	893	Reads equally close to HMT 169 and 893 were assigned half to each taxon.; Reads equally close to HMT 175 and 893 were assigned half to each taxon.; 	0.747	0.098	0.157	94.118	0.036	0.061	82.143	0.09	0.198	83.333	0.005	0.016	41.935	0.747	2.912	97.143	0.568	0.987	94.118	0.009	0.012	77.778	0.001	0.002	32.353	0.006	0.012	51.515	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;sp._HMT_894	species	894		0.162	0.001	0.002	17.647	0.001	0.003	14.286	0.001	0.002	11.111	0	0.001	3.226	0.162	0.576	51.429	0.16	0.372	58.824	0.002	0.005	22.222	0	0	2.941	0.001	0.002	12.121	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_896	species	896		0.01	0.001	0.002	11.765	0	0.001	7.143	0.002	0.009	5.556	0	0.001	6.452	0.007	0.021	45.714	0.01	0.021	50	0	0	5.556	0	0	0	0	0	3.03	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_897	species	897		0.013	0.001	0.002	5.882	0	0	3.571	0.001	0.002	11.111	0	0.001	9.677	0.013	0.04	42.857	0.006	0.011	44.118	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;sp._HMT_898	species	898		0.056	0.024	0.04	70.588	0.011	0.027	42.857	0.056	0.122	75	0.006	0.018	35.484	0.023	0.151	45.714	0.02	0.054	44.118	0.004	0.007	30.556	0.014	0.042	11.765	0.003	0.005	36.364	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae_[G-1];sp._HMT_900	species	900		0.134	0.004	0.009	35.294	0.011	0.051	25	0.003	0.007	30.556	0.003	0.01	22.581	0.048	0.177	57.143	0.134	0.402	64.706	0.002	0.005	27.778	0.005	0.033	2.941	0.01	0.033	27.273	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_901	species	901		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.714	0.001	0.002	14.706	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_902	species	902		0.056	0.001	0.002	17.647	0.001	0.003	10.714	0	0.001	5.556	0	0	6.452	0.018	0.097	48.571	0.056	0.174	52.941	0	0.001	8.333	0	0.001	2.941	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_903	species	903		0.011	0	0	0	0	0.001	7.143	0	0.001	2.778	0	0	0	0.002	0.004	45.714	0.011	0.025	47.059	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_[G-1];bacterium_HMT_904	species	904		0.004	0	0.001	8.824	0	0	3.571	0	0	0	0.004	0.019	12.903	0.002	0.011	14.286	0	0	0	0	0.001	11.111	0	0.001	5.882	0.001	0.005	12.121	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_[G-1];bacterium_HMT_905	species	905		0.031	0.001	0.003	14.706	0	0.001	3.571	0	0.001	8.333	0.012	0.064	16.129	0.031	0.176	25.714	0.002	0.005	20.588	0.001	0.003	13.889	0	0	2.941	0	0.002	6.061	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes_[O-2];Mollicutes_[F-2];Mollicutes_[G-2];bacterium_HMT_906	species	906		0.005	0	0.002	5.882	0	0	0	0	0.001	2.778	0.005	0.025	12.903	0	0.003	2.857	0	0.002	2.941	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae_[G-1];sp._HMT_907	species	907		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5.714	0	0.001	2.941	0	0.001	5.556	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_908	species	908	Reads equally close to HMT 036, 851, and 908 were assigned one-third to each taxon.; 	0.161	0.048	0.098	64.706	0.023	0.058	60.714	0.161	0.318	83.333	0.044	0.131	41.935	0.004	0.016	34.286	0.003	0.01	29.412	0.006	0.016	41.667	0.024	0.065	14.706	0.012	0.02	54.545	0.001	0.004	5
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_909	species	909		0.089	0.003	0.005	44.118	0.003	0.014	21.429	0.001	0.004	13.889	0.001	0.003	19.355	0.015	0.081	54.286	0.089	0.381	52.941	0.001	0.002	19.444	0	0.001	14.706	0	0.001	12.121	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp._HMT_910	species	910		0.018	0.001	0.005	5.882	0	0	0	0	0.001	5.556	0	0.001	6.452	0.018	0.134	20	0.001	0.003	14.706	0.001	0.002	11.111	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-7];bacterium_HMT_911	species	911		0.001	0	0	0	0	0	0	0	0	0	0.001	0.004	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_912	species	912		0.028	0.004	0.013	23.529	0	0.001	7.143	0.003	0.01	30.556	0.028	0.105	35.484	0.003	0.018	20	0.004	0.011	23.529	0.004	0.018	16.667	0	0.002	2.941	0.003	0.015	15.152	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_913	species	913		0.022	0.003	0.01	26.471	0.001	0.003	10.714	0.004	0.023	22.222	0.022	0.076	22.581	0.001	0.006	11.429	0.002	0.005	14.706	0.002	0.008	16.667	0	0.001	2.941	0.004	0.019	12.121	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_914	species	914		0.159	0.025	0.079	52.941	0.04	0.099	75	0.012	0.036	33.333	0.159	0.551	83.871	0.002	0.008	22.857	0.002	0.01	11.765	0.072	0.172	61.111	0.045	0.099	85.294	0.076	0.13	90.909	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Propionibacteriaceae_[G-1];bacterium_HMT_915	species	915		0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.045	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp._HMT_916	species	916		0.009	0.001	0.003	8.824	0	0	3.571	0	0.001	2.778	0.001	0.005	6.452	0.001	0.005	8.571	0.009	0.036	11.765	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp._HMT_917	species	917		0.043	0	0.001	5.882	0.016	0.077	25	0	0	5.556	0.026	0.091	19.355	0	0.001	5.714	0	0.001	2.941	0.003	0.014	5.556	0.043	0.268	8.824	0.022	0.112	9.091	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1];bacterium_HMT_918	species	918		0.001	0	0	0	0	0	0	0	0	0	0	0.001	6.452	0.001	0.004	20	0	0.002	5.882	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_919	species	919		0.006	0	0.001	2.941	0	0	3.571	0	0.001	5.556	0.001	0.002	6.452	0.006	0.022	31.429	0.006	0.025	14.706	0	0	0	0	0	0	0.001	0.003	12.121	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_920	species	920		0.001	0	0	0	0	0	0	0	0	0	0.001	0.003	12.903	0.001	0.004	22.857	0	0	5.882	0	0.001	2.778	0	0.001	5.882	0	0.001	6.061	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7];bacterium_HMT_922	species	922		0.042	0.001	0.004	14.706	0.004	0.015	17.857	0.001	0.003	11.111	0.042	0.227	19.355	0	0.001	5.714	0	0.001	2.941	0.003	0.006	25	0.013	0.07	29.412	0.023	0.126	21.212	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;sp._HMT_928	species	928		0.001	0	0.001	2.941	0	0.001	3.571	0	0	5.556	0.001	0.003	3.226	0.001	0.004	5.714	0.001	0.004	2.941	0	0	2.778	0	0	0	0	0	0	0	0.001	5
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilaceae_[G-3];bacterium_HMT_929	species	929		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_930	species	930		0.054	0.004	0.012	20.588	0.003	0.008	21.429	0.046	0.168	33.333	0.017	0.042	32.258	0.002	0.009	14.286	0	0.001	2.941	0.005	0.011	25	0.001	0.005	5.882	0.054	0.28	30.303	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae_[G-1];sp._HMT_931	species	931		0.008	0.002	0.011	20.588	0	0.001	3.571	0.004	0.021	19.444	0.008	0.021	32.258	0	0.001	5.714	0	0	0	0.001	0.005	13.889	0	0.001	2.941	0.005	0.01	33.333	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp._HMT_932	species	932		0.017	0.001	0.003	17.647	0.017	0.04	28.571	0.004	0.012	27.778	0.001	0.002	16.129	0	0	2.857	0	0.001	2.941	0.001	0.003	16.667	0.001	0.002	17.647	0.001	0.002	9.091	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;parvum	species	934	Reads equally close to HMT 108 and 934 were assigned half to each taxon.; Reads equally close to HMT 108, 457, and 934 were assigned one third to each taxon.; 	0.166	0.022	0.039	67.647	0.045	0.048	92.857	0.021	0.039	52.778	0.145	0.268	93.548	0.001	0.005	45.714	0.002	0.006	38.235	0.083	0.115	77.778	0.122	0.181	100	0.166	0.262	96.97	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_936	species	936		0	0	0.001	2.941	0	0	0	0	0.001	2.778	0	0.001	3.226	0	0.002	5.714	0	0	0	0	0	0	0	0	2.941	0	0.001	3.03	0	0	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_937	species	937		0.004	0	0.001	8.824	0	0	7.143	0	0	0	0	0	0	0.001	0.004	22.857	0.004	0.013	20.588	0	0	2.778	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;sp._HMT_939	species	939		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_942	species	942		0.034	0	0	2.941	0	0	0	0.001	0.004	11.111	0.034	0.18	19.355	0	0	0	0	0	0	0	0.001	5.556	0	0	0	0	0.002	6.061	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;aurantiaca	species	943		0.078	0.01	0.019	47.059	0.04	0.074	75	0.003	0.007	25	0.052	0.068	77.419	0.007	0.06	14.286	0.001	0.005	8.824	0.048	0.089	75	0.056	0.099	91.176	0.078	0.095	90.909	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sputorum	species	944		0.29	0.29	0.649	91.176	0.064	0.09	78.571	0.171	0.307	91.667	0.148	0.311	74.194	0.009	0.04	57.143	0.012	0.054	50	0.116	0.32	69.444	0.061	0.191	50	0.053	0.075	72.727	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parahaemolyticus	species	945	Reads equally close to HMT 035 and 945 were assigned half to each taxon.; 	0.474	0.12	0.361	61.765	0.107	0.36	53.571	0.382	1.813	63.889	0.474	1.859	70.968	0.006	0.023	42.857	0.006	0.031	17.647	0.037	0.131	44.444	0.017	0.08	35.294	0.238	0.514	60.606	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;pittmaniae	species	946		0.13	0.13	0.305	91.176	0.04	0.051	85.714	0.084	0.138	88.889	0.075	0.28	58.065	0.011	0.022	74.286	0.022	0.041	52.941	0.039	0.066	69.444	0.023	0.05	47.059	0.027	0.067	51.515	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;lactarius	species	948		0.051	0.017	0.027	73.529	0.019	0.021	89.286	0.006	0.011	52.778	0.017	0.025	83.871	0.004	0.012	54.286	0.009	0.013	76.471	0.051	0.08	94.444	0.03	0.045	88.235	0.015	0.019	81.818	0	0	0
