Assembly,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_000904235.1,,"Marston,M.F., Pierciey,F.J. Jr., Shepard,A., Gearin,G., Qi,J., Yandava,C., Schuster,S.C., Henn,M.R., Martiny,J.B., Martiny,J., Weihe,C., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Chen,Z., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hollinger,A., Howarth,C., Larson,L., Mehta,T., Pearson,M., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., White,J., Haas,B., Nusbaum,C., Birren,B.",2015-02-22T18:37:20.070Z,Synechococcus phage S-RIM8 A.HR1,Neptunevirus,Myoviridae,dsDNA,RefSeq,,1,,,Synechococcus sp. WH 7803,,2005-06-21,,ViralProj192853
GCF_000904255.1,,"Zhao,Y., Temperton,B., Thrash,J.C., Schwalbach,M.S., Vergin,K.L., Landry,Z.C., Ellisman,M., Deerinck,T., Sullivan,M.B., Giovannoni,S.J.",2015-02-22T18:37:17.230Z,Pelagibacter virus HTVC011P,Stopavirus,Autographiviridae,dsDNA,RefSeq,,1,,,Candidatus Pelagibacter ubique HTCC1062,,,,ViralProj192867
GCF_000904115.1,,"Ahmad,A.A., Ogawa,M., Kawasaki,T., Fujie,M., Yamada,T.",2015-02-22T18:37:04.227Z,Xanthomonas citri phage CP2,,Podoviridae,dsDNA,RefSeq,,1,,,Xanthomonas citri,,,,ViralProj188546
GCF_000904095.1,,"Bondy-Denomy,J., Pawluk,A., Maxwell,K.L., Davidson,A.R., Maughan,H., Gong,Y., Guttman,D.S.",2015-02-22T18:37:02.767Z,Pseudomonas phage JBD30,Casadabanvirus,Siphoviridae,dsDNA,RefSeq,,1,,,Pseudomonas,,,,ViralProj188536
GCF_000904075.1,,"Neve,H., Back,A., Rabe,B., Heller,K.J., Heller,K.",2015-02-22T18:36:58.330Z,Streptococcus phage TP-J34,,Siphoviridae,dsDNA,RefSeq,,,,,Streptococcus thermophilus,,,,ViralProj188154
GCF_000903995.1,,"Abbasifar,R., Kropinski,A.M., Sabour,P.M., Ackermann,H.W., Alanis Villa,A., Abbasifar,A., Griffiths,M.W.",2015-02-22T18:36:52.223Z,Cronobacter virus GAP227,Cronosvirus,Autographiviridae,dsDNA,RefSeq,,1,Canada,,Cronobacter sakazakii,,2009,,ViralProj185316
GCF_000903875.1,,"Lee,Y.-D., Park,J.-H.",2015-02-22T18:36:41.993Z,Cronobacter phage ENT47670,,Siphoviridae,dsDNA,RefSeq,,,,,Cronobacter sakazakii,,,,ViralProj184169
GCF_000903855.1,,"Zhang,M., Ito,T., Li,S., Jin,J., Takeuchi,F., Lauderdale,T.L., Higashide,M., Hiramatsu,K.",2015-02-22T18:36:39.017Z,Staphylococcus phage phi5967PVL,Biseptimavirus,Siphoviridae,dsDNA,RefSeq,,1,,,Staphylococcus,,,,ViralProj184165
GCF_000903835.1,,"Kannoly,S., Shao,Y., Wang,I.N., Wang,I.-N.",2015-02-22T18:36:34.597Z,Enterobacteria phage Hgal1,Levivirus,Leviviridae,ssRNA(+),RefSeq,,1,,,Enterobacteriaceae,,,,ViralProj184161
GCF_000903795.1,,"Lu,S., Le,S., Tan,Y., Zhu,J., Li,M., Rao,X., Zou,L., Li,S., Wang,J., Jin,X., Huang,G., Zhang,L., Zhao,X., Hu,F.",2015-02-22T18:36:31.510Z,Pseudomonas virus PaP1,Pakpunavirus,Myoviridae,dsDNA,RefSeq,,1,China,,Pseudomonas aeruginosa PA1,,,,ViralProj184153
GCF_000903815.1,,"Deghorain,M., Bobay,L.M., Smeesters,P.R., Bousbata,S., Vermeersch,M., Perez-Morga,D., Dreze,P.A., Rocha,E.P., Touchon,M., Van Melderen,L., Smeesters,P.",2015-02-22T18:36:30.017Z,Staphylococcus phage StB27,,Siphoviridae,dsDNA,RefSeq,,1,,,Staphylococcus hominis,,,,ViralProj184157
GCF_000903775.1,,"Gill,J.J., Migl,D.M., Summer,E.J., Gonzlaez,C.F., Young,R.",2015-02-22T18:36:27.100Z,Burkholderia virus Bcepmigl,Lessievirus,Podoviridae,dsDNA,RefSeq,,,,,Burkholderia cenocepacia,,2007-07-26,,ViralProj184149
GCF_000903675.1,,"Cui,Z., Song,Z., Wang,Y., Zeng,L., Shen,W., Wang,Z., Li,Q., He,P., Qin,J., Guo,X.",2015-02-22T18:36:15.130Z,Staphylococcus virus JD7,Kayvirus,Herelleviridae,dsDNA,RefSeq,,1,China: Shanghai,,Staphylococcus aureus,,,,ViralProj183162
GCF_000903635.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:36:12.247Z,Enterobacterial phage mEp390,,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183154
GCF_000903655.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:36:07.933Z,Escherichia virus HK106,Hendrixvirus,Siphoviridae,dsDNA,RefSeq,,,Hong Kong,,Escherichia coli,,1980,,ViralProj183158
GCF_000903615.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:36:07.840Z,Escherichia virus mEpX2,Hendrixvirus,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183150
GCF_000903555.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:36:00.573Z,Escherichia virus HK578,Dhillonvirus,Siphoviridae,dsDNA,RefSeq,,,Hong Kong,,Escherichia coli,,1980,,ViralProj183138
GCF_000903595.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:35:59.063Z,Enterobacteria phage mEp235,Hendrixvirus,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183146
GCF_000903575.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:35:55.827Z,Escherichia virus HK630,Lambdavirus,Siphoviridae,dsDNA,RefSeq,,,Hong Kong,,Escherichia coli,,1980,,ViralProj183142
GCF_000903515.1,,"Zhang,S., Flores-Cruz,Z., Zhou,L., Kang,B.H., Fleites,L.A., Gooch,M.D., Wulff,N.A., Davis,M.J., Duan,Y.P., Gabriel,D.W., Kang,B.-H., Duan,Y.-P.",2015-02-22T18:35:46.723Z,Liberibacter phage SC2,,Podoviridae,dsDNA,RefSeq,,1,,,Liberibacter,,,,ViralProj181991
GCF_000903495.1,,"Shen,C.J., Liu,Y.J., Lu,C.P., Shen,C., Liu,Y., Lu,C.",2015-02-22T18:35:44.767Z,Aeromonas phage CC2,,Myoviridae,dsDNA,RefSeq,,1,China,,Aeromonas hydrophila,,,,ViralProj181987
GCF_000903475.1,,"Oakley,B.B., Talundzic,E., Morales,C.A., Hiett,K.L., Siragusa,G.R., Volozhantsev,N.V., Seal,B.S., Fouts,D.E., Simmons,M., Garrish,J.K., Kuntz,R.L., Woolsey,R., Schegg,K.M., Kropinski,A.M., Ackermann,H.W.",2015-02-22T18:35:36.127Z,Clostridium phage phiCP26F,,Siphoviridae,dsDNA,RefSeq,,2,,,Clostridium perfringens,,,,ViralProj181251
GCF_000903415.1,,"Luo,C.H., Chiou,P.Y., Yang,C.Y., Lin,N.T., Luo,C.-H., Chiou,P.-Y., Tseng,Y.-H., Lin,N.-T.",2015-02-22T18:35:34.610Z,Helicobacter virus 1961P,Schmidvirus,Podoviridae,dsDNA,RefSeq,,1,,,Helicobacter pylori,,,,ViralProj181239
GCF_000903395.1,,"Tong,Y.G., Jiang,H., Huang,Y., Li,C., Mi,Z.Q., An,X.P.",2015-02-22T18:35:31.193Z,Enterobacteria phage IME10,Lederbergvirus,Podoviridae,dsDNA,RefSeq,,,China,,Escherichia coli,,2011-01-01,,ViralProj181235
GCF_000903375.1,,"Born,Y., Fieseler,L., Marazzi,J., Lurz,R., Duffy,B., Loessner,M.J.",2015-02-22T18:35:26.920Z,Erwinia virus Y2,Loessnervirus,Chaseviridae,dsDNA,RefSeq,,1,,,Erwinia amylovora,,,,ViralProj181231
GCF_000903315.1,,"Truncaite,L., Simoliunas,E., Zajanckauskaite,A., Kaliniene,L., Mankeviciute,R., Staniulis,J., Klausa,V., Meskys,R.",2015-02-22T18:35:26.863Z,Escherichia virus FV3,Vequintavirus,Myoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ViralProj181219
GCF_000903335.1,,"Simoliunas,E., Kaliniene,L., Truncaite,L., Klausa,V., Zajanckauskaite,A., Meskys,R.",2015-02-22T18:35:23.350Z,Klebsiella virus RaK2,Alcyoneusvirus,Myoviridae,dsDNA,RefSeq,,1,,,Klebsiella sp.,,,,ViralProj181223
GCF_000903255.1,,"Yee,L.M., Matsumoto,T., Yano,K., Matsuoka,S., Sadaie,Y., Yoshikawa,H., Asai,K.",2015-02-22T18:35:16.960Z,Bacillus phage SP-10,,Herelleviridae,dsDNA,RefSeq,,1,,,Bacillus,,,,ViralProj181082
GCF_000903215.1,,"L'abee-Lund,T.M., Jorgensen,H.J., O'Sullivan,K., Bohlin,J., Ligard,G., Granum,P.E., Lindback,T., L'Abee-Lund,T.M.",2015-02-22T18:35:14.960Z,Escherichia phage TL-2011b,Uetakevirus,Podoviridae,dsDNA,RefSeq,,1,Norway,,Escherichia coli O103:H25 str. NIPH-11060424,,2006,,ViralProj181074
GCF_000903275.1,,"Oakley,B.B., Talundzic,E., Morales,C.A., Hiett,K.L., Siragusa,G.R., Volozhantsev,N.V., Seal,B.S.",2015-02-22T18:35:14.370Z,Clostridium phage phiCP34O,,Siphoviridae,dsDNA,RefSeq,,1,,,Clostridium perfringens,,,,ViralProj181211
GCF_000903295.1,,"Comeau,A.M., Tremblay,D., Moineau,S., Rattei,T., Kushkina,A.I., Tovkach,F.I., Krisch,H.M., Ackermann,H.W., Ackermann,H.-W.",2015-02-22T18:35:14.310Z,Bdellovibrio phage phi1422,,Myoviridae,dsDNA,RefSeq,,1,USA,,Bdellovibrio bacteriovorus,,2000,,ViralProj181215
GCF_000903235.1,,"Kazaks,A., Voronkova,T., Rumnieks,J., Dishlers,A., Tars,K.",2015-02-22T18:35:07.103Z,Caulobacter phage phiCb5,,Leviviridae,ssRNA(+),RefSeq,,1,USA,,Caulobacter vibrioides,,,,ViralProj181078
GCF_000903195.1,,"Hanna,L.F., Matthews,T.D., Dinsdale,E.A., Hasty,D., Edwards,R.A., Farris,L.A., Busch,J., Cassman,N., Dinsdale,E., Edwards,R.",2015-02-22T18:34:58.480Z,Salmonella virus RE2010,Felsduovirus,Myoviridae,dsDNA,RefSeq,,1,,,Salmonella enterica subsp. enterica serovar Enteritidis str. LK5,egg,,,ViralProj181070
GCF_000903175.1,,"Zehr,E.S., Tabatabai,L.B., Bayles,D.O.",2015-02-22T18:34:58.323Z,Haemophilus phage SuMu,,Myoviridae,dsDNA,RefSeq,5,2,USA,,Glaesserella parasuis,,2004,,ViralProj181066
GCF_000903155.1,,"Comeau,A.M., Tremblay,D., Moineau,S., Rattei,T., Kushkina,A.I., Tovkach,F.I., Krisch,H.M., Ackermann,H.W., Ackermann,H.-W.",2015-02-22T18:34:55.143Z,Vibrio phage CP-T1,,Myoviridae,dsDNA,RefSeq,,1,USA,,Vibrio cholerae,,1978,,ViralProj181062
GCF_000903135.1,,"Huang,Y., Fan,H., Pei,G., Zhang,Z., An,X., Mi,Z., Shi,T., Tong,Y.",2015-02-22T18:34:55.083Z,Stenotrophomonas virus IME15,Teseptimavirus,Autographiviridae,dsDNA,RefSeq,,1,China,,Stenotrophomonas maltophilia,,2012-01-05,,ViralProj179429
GCF_000903115.1,,"Fan,H., An,X., Huang,Y., Zhang,Z., Mi,Z., Tong,Y.",2015-02-22T18:34:46.600Z,Escherichia virus IME11,Gamaleyavirus,Podoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ViralProj179425
GCF_000903095.1,,"Gill,J.J., Berry,J.D., Russell,W.K., Lessor,L., Escobar Garcia,D.A., Hernandez,D., Kane,A., Keene,J., Maddox,M., Martin,R., Mohan,S., Thorn,A.M., Russell,D.H., Young,R., Spring,A.",2015-02-22T18:34:38.870Z,Caulobacter virus Magneto,Shapirovirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: College Station, TX",TX,Caulobacter vibrioides,,2010-02-01,,ViralProj179421
GCF_000903075.1,,"Adriaenssens,E.M., Van Vaerenbergh,J., Vandenheuvel,D., Dunon,V., Ceyssens,P.J., De Proft,M., Kropinski,A.M., Noben,J.P., Maes,M., Lavigne,R.",2015-02-22T18:34:36.183Z,Dickeya virus Limestone,Limestonevirus,Ackermannviridae,dsDNA,RefSeq,,1,"Belgium:Merelbeke, Oost-Vlaanderen",,Dickeya solani,,2008-09,,ViralProj185317
GCF_000902975.1,,"Petrovski,S., Tillett,D., Seviour,R.J.",2015-02-22T18:34:15.627Z,Tetrasphaera virus TJE1,Tijeunavirus,Myoviridae,dsDNA,RefSeq,,1,,,Tetrasphaera jenkinsii,,,,ViralProj184167
GCF_000902935.1,,"Uchiyama,J., Takeuchi,H., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Daibata,M., Matsuzaki,S.",2015-02-22T18:34:10.693Z,Helicobacter virus KHP40,Schmidvirus,Podoviridae,dsDNA,RefSeq,,1,,,Helicobacter pylori,,,,ViralProj184159
GCF_000902955.1,,"Uchiyama,J., Takeuchi,H., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Daibata,M., Matsuzaki,S.",2015-02-22T18:34:10.497Z,Helicobacter virus KHP30,Schmidvirus,Podoviridae,dsDNA,RefSeq,,1,,,Helicobacter pylori,,,,ViralProj184163
GCF_000902915.1,,"Domotor,D., Becsagh,P., Rakhely,G., Schneider,G., Kovacs,T.",2015-02-22T18:34:00.077Z,Erwinia virus EaH2,Erskinevirus,Myoviridae,dsDNA,RefSeq,,1,,,Erwinia amylovora,,,,ViralProj184155
GCF_000902875.1,,"Essoh,C., Blouin,Y., Loukou,G., Cablanmian,A., Lathro,S., Kutter,E., Thien,H.V., Vergnaud,G., Pourcel,C.",2015-02-22T18:34:00.040Z,Pseudomonas virus CAb1,Pakpunavirus,Myoviridae,dsDNA,RefSeq,,1,Cote d'Ivoire:Abidjan,,Pseudomonas aeruginosa,,,,ViralProj184146
GCF_000902895.1,,"Cornelissen,A., Ceyssens,P.J., Krylov,V.N., Noben,J.P., Volckaert,G., Lavigne,R., Cornelissen,A.A.G.",2015-02-22T18:34:00Z,Pseudomonas phage AF,,Podoviridae,dsDNA,RefSeq,,1,"USA: Ilinois, Chicago",IL,Pseudomonas,,,,ViralProj184151
GCF_000902775.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:33:52.363Z,Escherichia virus HK544,Hendrixvirus,Siphoviridae,dsDNA,RefSeq,,,Hong Kong,,Escherichia coli,,1980,,ViralProj183160
GCF_000902755.1,,"Alanis Villa,A., Kropinski,A.M., Abbasifar,R., Griffiths,M.W.",2015-02-22T18:33:42.280Z,Vibrio virus MAR,Vhmlvirus,Myoviridae,dsDNA,RefSeq,,1,"Mexico: San Felipe, Baja California (Gulf of California)",,Vibrio parahaemolyticus,,2007,,ViralProj183156
GCF_000902715.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:33:42.240Z,Enterobacteria phage mEp460,,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183148
GCF_000902735.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:33:42.210Z,Enterobacterial phage mEp213,,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183152
GCF_000902695.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:33:36.583Z,Escherichia virus HK629,Lambdavirus,Siphoviridae,dsDNA,RefSeq,,,Hong Kong,,Escherichia coli,,1980,,ViralProj183144
GCF_000902675.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:33:34.513Z,Enterobacteria phage HK225,,Siphoviridae,dsDNA,RefSeq,,,Hong Kong,,Escherichia coli,,1980,,ViralProj183140
GCF_000902595.1,,"Addy,H.S., Askora,A., Kawasaki,T., Fujie,M., Yamada,T.",2015-02-22T18:33:30.950Z,Ralstonia phage RSS0,,Inoviridae,ssDNA(+),RefSeq,,1,Japan,,Ralstonia solanacearum,,2011-05-14,,ViralProj181985
GCF_000902615.1,,"Jeon,J., Kim,J.W., Yong,D., Lee,K., Chong,Y.",2015-02-22T18:33:28.873Z,Acinetobacter virus B1251,Vieuvirus,Siphoviridae,dsDNA,RefSeq,,1,South Korea,,Acinetobacter baumannii,,,,ViralProj181989
GCF_000902635.1,,"Anany,H., Switt,A.I., De Lappe,N., Ackermann,H.W., Reynolds,D.M., Kropinski,A.M., Wiedmann,M., Griffiths,M.W., Tremblay,D., Moineau,S., Nash,J.H., Turner,D., Hezwani,M., Nelson,S., Salisbury,V., Reynolds,D.",2015-02-22T18:33:28.830Z,Salmonella virus Ent1,Jerseyvirus,Siphoviridae,dsDNA,RefSeq,,2,United Kingdom,,Salmonella enterica subsp. enterica serovar Enteritidis,,,,ViralProj181993
GCF_000902535.1,,"Hammerl,J.A., Jackel,C., Reetz,J., Hertwig,S.",2015-02-22T18:33:21.157Z,Campylobacter virus CP21,Firehammervirus,Myoviridae,dsDNA,RefSeq,,1,Germany:Berlin,,Campylobacter sp.,,,,ViralProj181241
GCF_000902495.1,,"Tong,Y., Huang,Y., Jiang,H., Wang,S., Fan,H., An,X., Mi,Z.",2015-02-22T18:33:13.073Z,Escherichia virus Ime09,Tequatrovirus,Myoviridae,dsDNA,RefSeq,,,China,,Escherichia coli,,2011-01,,ViralProj181233
GCF_000902475.1,,"Born,Y., Fieseler,L., Marazzi,J., Lurz,R., Duffy,B., Loessner,M.J.",2015-02-22T18:33:10.960Z,Erwinia virus L1,Elunavirus,Autographiviridae,dsDNA,RefSeq,,1,,,Erwinia amylovora,,,,ViralProj181229
GCF_000902515.1,,"Sabehi,G., Shaulov,L., Silver,D.H., Yanai,I., Harel,A., Lindell,D., Silver,D.",2015-02-22T18:33:10.927Z,Synechococcus virus STIM5,Aurunvirus,Myoviridae,dsDNA,RefSeq,,1,,,Synechococcus sp. WH 8102,,2009-01,,ViralProj181237
GCF_000902455.1,,"Pope,W.H., Hua,J., Hatfull,G.F., Hendrix,R.W.",2015-02-22T18:33:02.907Z,Sphingomonas phage PAU,,Myoviridae,dsDNA,RefSeq,,,India: Karnataka State,,Sphingomonas paucimobilis,,1992-01-01,,ViralProj181225
GCF_000902435.1,,"Kim,J.H., Son,J.S., Choresca,C.H., Shin,S.P., Han,J.E., Jun,J.W., Kang,D.H., Oh,C., Heo,S.J., Park,S.C.",2015-02-22T18:32:57.380Z,Aeromonas virus AS7,Aerosvirus,Autographiviridae,dsDNA,RefSeq,,1,South Korea,,Aeromonas salmonicida subsp. salmonicida,,2010-03,,ViralProj181221
GCF_000902415.1,,"Comeau,A.M., Tremblay,D., Moineau,S., Rattei,T., Kushkina,A.I., Tovkach,F.I., Krisch,H.M., Ackermann,H.W., Ackermann,H.-W.",2015-02-22T18:32:55.257Z,Vibrio phage vB_VchM-138,,Myoviridae,dsDNA,RefSeq,,1,India,,Vibrio cholerae,feces,1956,,ViralProj181217
GCF_000902395.1,,"Moumen,B., Nguen-The,C., Sorokin,A., Nguen-the,C.",2015-02-22T18:32:49.693Z,Bacillus phage phIS3501,,Siphoviridae,dsDNA,RefSeq,,1,,,Bacillus thuringiensis,,,,ViralProj181213
GCF_000902375.1,,"Yoon,B.H., Jang,S.H., Chang,H.I.",2015-02-22T18:32:41.227Z,Lactobacillus phage Sha1,,Siphoviridae,dsDNA,RefSeq,,1,,,Lactobacillus sp.,,,,ViralProj181084
GCF_000902355.1,,"Sabouri Shahrbabak,S., Khodabandehlou,Z., Shahverdi,A.R., Skurnik,M., Ackermann,H.W., Varjosalo,M., Tabatabaei Yazdi,M., Sepehrizadeh,Z., Shahverdi,A.",2015-02-22T18:32:41.003Z,Escherichia virus PhaxI,Kuttervirus,Ackermannviridae,dsDNA,RefSeq,,1,,,Escherichia coli O157:H7,,,,ViralProj181080
GCF_000902335.1,,"Riipinen,K.A., Forsman,P., Alatossava,T., Raisanen,L., Ravin,V., Riipinen,K.-A.",2015-02-22T18:32:34.313Z,Lactobacillus phage JCL1032,,Siphoviridae,dsDNA,RefSeq,,4,,,Lactobacillus delbrueckii subsp. lactis,,,,ViralProj181076
GCF_000902315.1,,"Deng,L., Ignacio-Espinoza,J.C., Gregory,A.C., Poulos,B.T., Weitz,J.S., Hugenholtz,P., Sullivan,M.B., Poulos,B., Ignacio Espinoza,J.C.",2015-02-22T18:32:32.250Z,Synechococcus phage ACG-2014c,Acionnavirus,Myoviridae,dsDNA,RefSeq,,1,,,Synechococcus,,2009-10,,ViralProj181072
GCF_000902295.1,,"Garbe,J., Bunk,B., Rohde,M., Schobert,M.",2015-02-22T18:32:26.457Z,Pseudomonas virus JG004,Pakpunavirus,Myoviridae,dsDNA,RefSeq,,1,Germany: Braunschweig,,Pseudomonas aeruginosa,,2004-11,,ViralProj181068
GCF_000902275.1,,"Flores,V., Lopez-Merino,A., Mendoza-Hernandez,G., Guarneros,G.",2015-02-22T18:32:25.620Z,Brucella virus Pr,Perisivirus,Podoviridae,dsDNA,RefSeq,,1,,,Brucella melitensis bv. 1 str. 16M,,2003,,ViralProj181064
GCF_000902175.1,,"Essoh,C., Blouin,Y., Loukou,G., Cablanmian,A., Lathro,S., Kutter,E., Thien,H.V., Vergnaud,G., Pourcel,C.",2015-02-22T18:32:15.593Z,Pseudomonas phage vB_PaeP_p2-10_Or1,Bruynoghevirus,Podoviridae,dsDNA,RefSeq,,1,France:Orsay,,Pseudomonas aeruginosa,,,,ViralProj183543
GCF_000902155.1,,"Rumnieks,J., Tars,K.",2015-02-22T18:32:05.963Z,Enterobacteria phage M,Levivirus,Leviviridae,ssRNA(+),RefSeq,,1,,,Escherichia coli J53,,,,ViralProj183161
GCF_000902115.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:32:03.590Z,Escherichia virus mEp234,Hendrixvirus,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183153
GCF_000902135.1,,"Alanis Villa,A., Kropinski,A.M., Abbasifar,R., Abbasifar,A., Griffiths,M.W.",2015-02-22T18:32:03.460Z,Vibrio virus MAR10,Mardecavirus,Siphoviridae,dsDNA,RefSeq,,1,"Mexico: San Felipe, Baja California (Gulf of California)",,Vibrio parahaemolyticus,,2007,,ViralProj183157
GCF_000902095.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:32:03.410Z,Escherichia virus mEpX1,Hendrixvirus,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183149
GCF_000902055.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:31:56.800Z,Escherichia virus HK446,Hendrixvirus,Siphoviridae,dsDNA,RefSeq,,,Hong Kong,,Escherichia coli,,1980,,ViralProj183141
GCF_000902075.1,,"Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.",2015-02-22T18:31:56.367Z,Enterobacteria phage mEp043 c-1,,Siphoviridae,dsDNA,RefSeq,,,Mexico,,Escherichia coli,,1999,,ViralProj183145
GCF_000901975.1,,"Petrov,V.M., Ratnayaka,S., Karam,J.D.",2015-02-22T18:31:47.920Z,Aeromonas virus Aes508,Tulanevirus,Myoviridae,dsDNA,RefSeq,,,,,Aeromonas salmonicida,,,,ViralProj181986
GCF_000901995.1,,"Zhang,S., Flores-Cruz,Z., Zhou,L., Kang,B.H., Fleites,L.A., Gooch,M.D., Wulff,N.A., Davis,M.J., Duan,Y.P., Gabriel,D.W., Kang,B.-H., Duan,Y.-P.",2015-02-22T18:31:44.080Z,Liberibacter phage SC1,,Podoviridae,dsDNA,RefSeq,,1,,,Liberibacter,,,,ViralProj181990
GCF_000901915.1,,"Kim,M.S., Myung,H., Cha,K.E., Hong,S.S.",2015-02-22T18:31:37.090Z,Staphylococcus virus SA11,Silviavirus,Herelleviridae,dsDNA,RefSeq,,1,South Korea,,Staphylococcus aureus,,2009-08-10,,ViralProj181242
GCF_000901875.1,,"Lee,Y.D., Kim,J.Y., Park,J.H., Chang,H., Lee,Y.-D., Park,J.-H.",2015-02-22T18:31:34.557Z,Cronobacter virus Esp2949-1,,Drexlerviridae,dsDNA,RefSeq,,1,,,Cronobacter sakazakii,,,,ViralProj181234
GCF_000901855.1,,"Born,Y., Fieseler,L., Marazzi,J., Lurz,R., Duffy,B., Loessner,M.J.",2015-02-22T18:31:29.647Z,Erwinia phage vB_EamP-S6,,Podoviridae,dsDNA,RefSeq,,1,,,Erwinia amylovora,,,,ViralProj181230
GCF_000901835.1,,"Schmitt,R., Van den Bossche,A., Lavigne,R., Kropinski,A.M.",2015-02-22T18:31:29.577Z,Agrobacterium virus 7-7-1,Schmittlotzvirus,Myoviridae,dsDNA,RefSeq,,,Germany,,Agrobacterium sp. H13-3,,1971,,ViralProj181226
GCF_000901815.1,,"Tarasyan,K.K., Kulikov,E.E., Letarov,A.V.",2015-02-22T18:31:22.547Z,Escherichia virus PhiKT,Ermolevavirus,Autographiviridae,dsDNA,RefSeq,,,Russia,,Escherichia sp.,feces,,,ViralProj181222
GCF_000901795.1,,"Morales,C.A., Oakley,B.B., Garrish,J.K., Siragusa,G.R., Ard,M.B., Seal,B.S.",2015-02-22T18:31:22.480Z,Clostridium phage phi24R,,Podoviridae,dsDNA,RefSeq,,1,USA,,Clostridium perfringens,,2002-08-30,,ViralProj181218
GCF_000901775.1,,"Comeau,A.M., Tremblay,D., Moineau,S., Rattei,T., Kushkina,A.I., Tovkach,F.I., Krisch,H.M., Ackermann,H.W., Ackermann,H.-W.",2015-02-22T18:31:22.400Z,Aeromonas virus 56,Popoffvirus,Myoviridae,dsDNA,RefSeq,,1,France,,Aeromonas salmonicida,,1970,,ViralProj181214
GCF_000901755.1,,"Oakley,B.B., Talundzic,E., Morales,C.A., Hiett,K.L., Siragusa,G.R., Volozhantsev,N.V., Seal,B.S.",2015-02-22T18:31:18.950Z,Clostridium phage phiCP13O,,Siphoviridae,dsDNA,RefSeq,,1,,,Clostridium perfringens,,,,ViralProj181210
GCF_000901715.1,,"Riipinen,K.A., Forsman,P., Alatossava,T., Riipinen,K.-A.",2015-02-22T18:31:13.377Z,Lactobacillus virus c5,Cequinquevirus,Siphoviridae,dsDNA,RefSeq,,1,,,Lactobacillus delbrueckii subsp. bulgaricus,,,,ViralProj181077
