phage_id	Assembly.NCBI	SRA_Accession.NCBI	Submitters.NCBI	Release_Date.NCBI	Species.NCBI	Genus.NCBI	Family.NCBI	Molecule_type.NCBI	Sequence_Type.NCBI	Geo_Location.NCBI	USA.NCBI	Host.NCBI	Isolation_Source.NCBI	Collection_Date.NCBI	BioSample.NCBI	GenBank_Title.NCBI
PHAGE-1009	GCF_003014395.1		Sunthornthummas,S., Pringsulaka,O.	2020-06-19T13:41:31.757Z	Lactobacillus phage T25		Siphoviridae	dsDNA	RefSeq	Thailand		Lactobacillus paracasei				ASM301439v1
PHAGE-1010	GCF_003023915.1		Ramesh,N., Prasanth,M., Tamhankar,A.J., Lundborg,C.S.	2020-05-15T16:05:39.833Z	Klebsiella virus myPSH1235	Drulisvirus	Autographiviridae	dsDNA	RefSeq	India		Klebsiella pneumoniae		2015		ASM302391v1
PHAGE-1011	GCF_003023935.1		Yuan,Y.	2019-05-02T17:14:30.430Z	Acinetobacter virus D2	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ASM302393v1
PHAGE-1012	GCF_003034595.1		Jin,X., Zhang,C., Wang,X., Zhong,J.	2020-05-15T16:06:14.523Z	Staphylococcus virus BS2	Baoshanvirus	Herelleviridae	dsDNA	RefSeq	China: Baoshan District of Shanghai		Staphylococcus aureus				ASM303459v1
PHAGE-1013	GCF_003059655.1		Yu,X., Xu,Y., Liu,X.	2020-05-15T16:06:45.260Z	Pseudomonas virus PAXYB1	Phikmvvirus	Autographiviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa PAO1		42370		ASM305965v1
PHAGE-1014	GCF_003059785.1	SRR6764268	Philipson,C.W., Voegtly,L.J., Lueder,M.R., Long,K.A., Rice,G.K., Frey,K.G., Biswas,B., Cer,R.Z., Hamilton,T., Bishop-Lilly,K.A.	2020-05-15T16:06:52.743Z	Pseudomonas virus 130-113	Phikmvvirus	Autographiviridae	dsDNA	RefSeq			Pseudomonas aeruginosa			SAMN08582034	ASM305978v1
PHAGE-1015	GCF_003094075.1		Li,P., Wang,J., Tong,Y.	2020-05-15T16:07:39.593Z	Escherichia virus IME18	Tunavirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli BL21(DE3)				ASM309407v1
PHAGE-1016	GCF_003094215.1		Li,P., Wang,J., Tong,Y.	2020-05-15T16:07:46.883Z	Escherichia virus IME347	Badaguanvirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli BL21(DE3)				ASM309421v1
PHAGE-1017	GCF_003094235.1		Liu,Y., Shi,H., Sun,Y.	2019-05-02T17:14:35.600Z	Enterococcus virus LY0322	Efquatrovirus	Siphoviridae	dsDNA	RefSeq			Enterococcus faecalis				ASM309423v1
PHAGE-1018	GCF_003143215.1		Stanczyk,M., Kolsut,J., Wojcik,E., Wojtasik,A., Dastych,J.	2020-05-15T16:08:28.377Z	Pseudomonas virus 22PfluR64PP	Pifdecavirus	Autographiviridae	dsDNA	RefSeq	Poland		Pseudomonas fluorescens		2013		ASM314321v2
PHAGE-1019	GCF_003143315.1		Yuan,Y.	2019-05-02T17:14:40.293Z	Enterococcus virus AL3	Efquatrovirus	Siphoviridae	dsDNA	RefSeq	China		Enterococcus faecalis				ASM314331v1
PHAGE-1020	GCF_003143335.1		Yuan,Y.	2019-05-02T17:14:45.047Z	Enterococcus virus AL2	Efquatrovirus	Siphoviridae	dsDNA	RefSeq	China		Enterococcus faecalis				ASM314333v1
PHAGE-1021	GCF_003146805.1		Billard-Pomares,T., Fouteau,S., Jacquet,M.E., Roche,D., Barbe,V., Castellanos,M., Bouet,J.Y., Cruveiller,S., Medigue,C., Blanco,J., Clermont,O., Denamur,E., Branger,C., Genoscope -,C.E.A.	2019-05-02T17:14:49.283Z	Escherichia virus RCS47	Punavirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ASM314680v1
PHAGE-1022	GCF_003147045.1		Essoh,C., Latino,L., Blouin,Y., Loukou,G., Nguetta,S.M., Lathro,N.S., Cablanmian,A., Kra,A., Midoux,C., Vergnaud,G., Pourcel,C.	2020-05-15T16:08:46.763Z	Pseudomonas virus 15pyo	Phikmvvirus	Autographiviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ASM314704v1
PHAGE-1023	GCF_003147245.1		Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.	2019-05-02T17:14:53.843Z	Escherichia virus slur03	Tequatrovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ASM314724v1
PHAGE-1024	GCF_003147265.1		Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.	2019-05-02T17:14:58.847Z	Escherichia virus slur04	Tequatrovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ASM314726v1
PHAGE-1025	GCF_003181215.1		Kozlova,Y.N., Morozova,V.V., Tikunov,A.Y., Klopotova,M.R., Fofanov,M.V., Tikunova,N.V.	2020-05-15T16:08:54.670Z	Klebsiella virus KP32	Przondovirus	Autographiviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		42555		ASM318121v1
PHAGE-1026	GCF_003181235.1		Kozlova,Y.N., Morozova,V.V., Tikunov,A.Y., Klopotova,M.R., Fofanov,M.V., Tikunova,N.V.	2020-05-15T16:09:02.393Z	Klebsiella virus KP32	Przondovirus	Autographiviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		42555		ASM318123v1
PHAGE-1027	GCF_003181255.1		Kozlova,Y.N., Morozova,V.V., Tikunov,A.Y., Klopotova,M.R., Fofanov,M.V., Tikunova,N.V.	2020-05-15T16:09:09.880Z	Klebsiella virus KP32	Przondovirus	Autographiviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		42555		ASM318125v1
PHAGE-1028	GCF_003181275.1		Kozlova,Y.N., Morozova,V.V., Tikunov,A.Y., Klopotova,M.R., Fofanov,M.V., Tikunova,N.V.	2020-05-15T16:09:17.093Z	Klebsiella virus KP32	Przondovirus	Autographiviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		42555		ASM318127v1
PHAGE-1029	GCF_003183765.1		Kulikov,E.E., Letarov,A.V., Golomidova,A.K.	2020-05-15T16:10:21.350Z	Escherichia virus Gostya9	Tequintavirus	Demerecviridae	dsDNA	RefSeq			Escherichia coli	feces			ASM318376v1
PHAGE-1030	GCF_003203715.1		Zhi,Y., Luo,T., Xu,M., He,P.	2020-05-15T16:10:28.947Z	Klebsiella virus SHKp152234	Przondovirus	Autographiviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae				ASM320371v1
PHAGE-1031	GCF_003288535.1		Yu,M., Qi,R., Jiang,X., Tang,T., Qiao,X., Jiang,Y., Tang,L., Wang,L., Xu,Y., Li,Y.	2020-05-15T16:10:52.193Z	Lactobacillus virus Lb	Heilongjiangvirus	Myoviridae	dsDNA	RefSeq			Lactobacillus brevis ATCC 367				ASM328853v1
PHAGE-1032	GCF_003307575.1		Shan,W., Wang,Z., Yang,D., Kong,L., Yan,Y., Wang,H., Sun,J.	2020-05-15T16:10:59.490Z	Escherichia virus S523	Berlinvirus	Autographiviridae	dsDNA	RefSeq	China		Escherichia coli MC1061				ASM330757v1
PHAGE-1033	GCF_003308535.1		Taha,O.A., Connerton,P.L., Connerton,I.F., El-Shibiny,A.	2020-05-15T16:12:23.607Z	Klebsiella virus ZCKP1	Phapecoctavirus	Myoviridae	dsDNA	RefSeq	Egypt		Klebsiella pneumoniae				ASM330853v1
PHAGE-1034	GCF_003308575.1		Cooper,L., Wade,J.T., Lasek-Nesselquist,E.	2020-05-15T16:12:39.150Z	Escherichia virus BIFF	Tunavirus	Drexlerviridae	dsDNA	RefSeq			Escherichia coli K-12				ASM330857v1
PHAGE-1035	GCF_003308855.1		Li,M., Zhao,Q.	2020-05-15T16:12:46.810Z	Pseudomonas virus PFP1	Pifdecavirus	Autographiviridae	dsDNA	RefSeq	China		Pseudomonas fluorescens				ASM330885v1
PHAGE-1036	GCF_003328825.1		Lukaszewicz,M., Biegalska,A., Krasowska,A.	2019-05-02T17:15:14.227Z	Bacillus virus SIOphi		Herelleviridae	dsDNA	RefSeq			Bacillus subtilis				ASM332882v1
PHAGE-1037	GCF_003329365.1		Mishra,C.K., Choi,T.J., Kang,S.C.	2019-06-28T15:06:11.500Z	Enterobacter virus F20	Webervirus	Drexlerviridae	dsDNA	RefSeq	South Korea: Gyoungsan		Klebsiella aerogenes		39522		ASM332936v1
PHAGE-1038	GCF_003329705.1		DeShong Sadzewicz,L., Tallon,L., Fraser,C., Nagaraj,S., McCracken,C.L., Daugherty,S., Reece,M.J., Hyman,P.	2019-05-02T17:15:19.670Z	Enterococcus virus AUEF3	Efquatrovirus	Siphoviridae	dsDNA	RefSeq	USA		Enterococcus faecalis			SAMN02437863	ASM332970v1
PHAGE-1039	GCF_003341035.1		Fan,X., Zhao,K., Song,S., Zhao,Z.	2020-05-15T16:13:31.650Z	Escherichia virus SRT7	Foetvirus	Autographiviridae	dsDNA	RefSeq	China		Escherichia coli		42936		ASM334103v2
PHAGE-1040	GCF_003341435.1		Chen,C., Lu,D., Wang,J., Fu,R.	2020-05-15T16:13:38.950Z	Pseudomonas virus phCDa	Shizishanvirus	Podoviridae	dsDNA	RefSeq	China		Pseudomonas fluorescens		2017-10		ASM334143v1
PHAGE-1041	GCF_003342575.1		Wang,C., Mi,Z., Bai,C., Tong,Y.	2020-05-15T16:15:05.743Z	Klebsiella virus IME321	Przondovirus	Autographiviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ASM334257v1
PHAGE-1042	GCF_003367035.1		Ghosh,K., Kim,K.-P.	2020-06-19T12:52:54.980Z	Bacillus phage BSP38		Herelleviridae	dsDNA	RefSeq	South Korea		Bacillus subtilis				ASM336703v1
PHAGE-1043	GCF_003367055.1		Koberg,S., Brinks,E.	2020-05-15T16:16:13.410Z	Eggerthella virus PMBT5	Lentavirus	Siphoviridae	dsDNA	RefSeq	Germany		Eggerthella lenta		2018		ASM336705v1
PHAGE-1044	GCF_003368685.1		Dmitrenko,O.A., Tikhomirov,T., Balbutskaya,A., Fedorova,N., Alkhovsky,S.V.	2020-06-19T12:51:04.127Z	Staphylococcus phage SA1014ruMSSAST7	Biseptimavirus	Siphoviridae	dsDNA	RefSeq	Russia: Moscow		Staphylococcus aureus		2015		ASM336868v1
PHAGE-1045	GCF_003368725.1		Volozhantsev,N., Kislichkina,A., Denisenko,E., Verevkin,V., Myakinina,V., Krasilnikova,V.	2020-05-15T16:16:21.653Z	Escherichia virus Vec13	Kayfunavirus	Autographiviridae	dsDNA	RefSeq	Russia		Escherichia coli		2017-02		ASM336872v1
PHAGE-1046	GCF_003368785.1		Dmitrenko,O.A., Balbutskaya,A., Alkhovsky,S.V.	2020-06-19T12:51:23.580Z	Staphylococcus phage SA345ruMSSAST8	Biseptimavirus	Siphoviridae	dsDNA	RefSeq	Russia: Moscow		Staphylococcus aureus		2015		ASM336878v1
PHAGE-1047	GCF_003368825.1		Zhu,J., Wang,H., Hao,G.	2020-05-15T16:16:29.300Z	Klebsiella virus NJS1	Webervirus	Drexlerviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae				ASM336882v1
PHAGE-1048	GCF_003423365.1		Perez,M.T., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F., King,R.A.	2021-03-08T13:53:52.833Z	Enterobacteria phage O276	Lambdavirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli				ASM342336v1
PHAGE-1049	GCF_003443175.1		Hao,G., Wang,H., Zhu,J., Yang,X.	2020-05-15T16:19:03.033Z	Klebsiella virus TAH8	Webervirus	Drexlerviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae				ASM344317v1
PHAGE-1050	GCF_003443195.1		Hao,G.H., Wang,H., Zhu,J.	2020-05-15T16:19:11.477Z	Klebsiella virus NJS2	Webervirus	Drexlerviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae				ASM344319v1
PHAGE-1051	GCF_003443235.1		Hao,G., Wang,H., Zhu,J.	2020-05-15T16:19:19.500Z	Klebsiella virus NJR15	Webervirus	Drexlerviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae				ASM344323v1
PHAGE-1052	GCF_003575585.1		Vasquez,J.I., Robeson,J., Santander,J.	2020-06-19T12:53:29.487Z	Escherichia phage fp01	Tequintavirus	Demerecviridae	dsDNA	RefSeq			Escherichia coli			SAMN08938383	ASM357558v2
PHAGE-1053	GCF_003575705.1		Rangan,R.S., O'Leary,C.J., Lauren,L., Liu,M.	2020-05-15T16:21:55.357Z	Escherichia virus LL2	Teetrevirus	Autographiviridae	dsDNA	RefSeq	USA: College Station, TX	TX	Escherichia coli				ASM357570v1
PHAGE-1054	GCF_003575725.1	SRR9214597	Theodore,M., Lessor,L., O'Leary,C., Kongari,R., Gill,J., Liu,M., Theodore,M.P.	2020-05-15T16:22:03.763Z	Escherichia virus LL11	Vectrevirus	Autographiviridae	dsDNA	RefSeq	USA: College Station, Texas	TX	Escherichia coli			SAMN11975578	ASM357572v1
PHAGE-1055	GCF_003575805.1		Dmitrenko,O.A., Tikhomirov,T., Balbutskaya,A., Fedorova,N., Alkhovsky,S.V.	2020-06-19T12:51:10.557Z	Staphylococcus phage SA780ruMSSAST101	Biseptimavirus	Siphoviridae	dsDNA	RefSeq	Russia: Moscow		Staphylococcus aureus		2015		ASM357580v1
PHAGE-1056	GCF_003613335.1		Fan,C., Zhao,C., Tie,D., Sun,Y.	2020-05-15T16:23:21.350Z	Escherichia virus FEC19	Wifcevirus	Myoviridae	dsDNA	RefSeq			Escherichia coli O157:H7				ASM361333v1
PHAGE-1057	GCF_003613355.1		Essoh,C., Vernadet,J.-P., Vergnaud,G., Resch,G., Pourcel,C.	2020-05-15T16:23:29.373Z	Acinetobacter virus Aci01-1	Saclayvirus	Myoviridae	dsDNA	RefSeq	Cote d'Ivoire		Acinetobacter baumannii		42396		ASM361335v1
PHAGE-1058	GCF_003613375.1		Essoh,C., Vernadet,J.-P., Vergnaud,G., Resch,G., Pourcel,C.	2020-05-15T16:23:37.790Z	Acinetobacter virus Aci02-2	Saclayvirus	Myoviridae	dsDNA	RefSeq	Cote d'Ivoire		Acinetobacter baumannii		42995		ASM361337v1
PHAGE-1059	GCF_003613395.1		Essoh,C., Vernadet,J.-P., Vergnaud,G., Resch,G., Pourcel,C.	2020-05-15T16:23:46.150Z	Acinetobacter virus Aci07	Friunavirus	Autographiviridae	dsDNA	RefSeq	Cote d'Ivoire		Acinetobacter baumannii		42396		ASM361339v1
PHAGE-1060	GCF_003613655.1		Lin,Y., Zhou,B., Luo,J., Hua,J., Zhang,M.	2020-05-15T16:24:04.437Z	Escherichia virus N30	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	China		Escherichia coli				ASM361365v1
PHAGE-1061	GCF_003613675.1		Lin,Y., Zhou,B., Luo,J., Hua,J., Zhang,M.	2020-05-15T16:24:12.237Z	Escherichia virus C5	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	China		Escherichia coli				ASM361367v1
PHAGE-1062	GCF_003613915.1		Essoh,C., Vernadet,J.-P., Vergnaud,G., Resch,G., Pourcel,C.	2020-05-15T16:24:20.807Z	Acinetobacter virus Aci05	Saclayvirus	Myoviridae	dsDNA	RefSeq	Cote d'Ivoire		Acinetobacter baumannii		42562		ASM361391v1
PHAGE-1063	GCF_003613955.1		Essoh,C., Vernadet,J.-P., Vergnaud,G., Resch,G., Pourcel,C.	2020-05-15T16:24:29.187Z	Acinetobacter virus Aci08	Friunavirus	Autographiviridae	dsDNA	RefSeq	Cote d'Ivoire		Acinetobacter baumannii		42995		ASM361395v1
PHAGE-1064	GCF_003613975.1		Li,P., Tong,Y., Wang,J.	2020-05-15T16:24:37.473Z	Enterobacteria virus IME390	Teseptimavirus	Autographiviridae	dsDNA	RefSeq			Escherichia coli BL21				ASM361397v1
PHAGE-1065	GCF_003665765.1		Kyrkou,I., Byth Carstens,A., Ellegaard-Jensen,L., Kot,W., Hestbjerg Hansen,L.	2020-05-15T16:24:52.693Z	Lactobacillus virus Iacchus	Harbinvirus	Herelleviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-05		ASM366576v1
PHAGE-1066	GCF_003665805.1		Kyrkou,I., Byth Carstens,A., Ellegaard-Jensen,L., Kot,W., Hestbjerg Hansen,L.	2020-05-15T16:25:01.017Z	Lactobacillus virus Bromius	Harbinvirus	Herelleviridae	dsDNA	RefSeq	Denmark		Lactobacillus plantarum		2017-05		ASM366580v1
PHAGE-1067	GCF_003668255.1	SRR8556780	Salazar,A.J., Lessor,L., O'Leary,C., Gill,J., Liu,M., O'Leary,C.J.	2020-06-19T12:53:39.850Z	Klebsiella phage Seifer		Siphoviridae	dsDNA	RefSeq	USA: Brazos County, Texas	TX	Klebsiella pneumoniae		2015	SAMN10904482	ASM366825v1
PHAGE-1068	GCF_003668295.1	SRR8771457	Bourgeois,T.A., Lessor,L., O'Leary,C., Kongari,R., Liu,M., O'Leary,C.J.	2020-05-15T16:25:08.927Z	Proteus virus Stubb	Novosibvirus	Demerecviridae	dsDNA	RefSeq	USA: Brazos County, Texas	TX	Proteus mirabilis		2013	SAMN11234224	ASM366829v1
PHAGE-1069	GCF_003668515.1		Kim,G.-H., Kim,J., Yoon,S.-S.	2020-05-15T16:25:26.567Z	Cronobacter virus PhiCS01	Gyeonggidovirus	Drexlerviridae	dsDNA	RefSeq	South Korea		Cronobacter sakazakii	feces			ASM366851v1
PHAGE-1070	GCF_003718775.1		Day,A., Monson,R.E., Salmond,G.P.C.	2020-06-19T12:54:08.090Z	Serratia phage vB_SmaA_3M		Ackermannviridae	dsDNA	RefSeq	Spain		Serratia marcescens		1991		ASM371877v1
PHAGE-1071	GCF_003723375.1		Jarocki,P., Podlesny,M., Komon-Janczara,E., Kholiavskyi,O., Targonski,Z.	2020-06-19T12:54:14.950Z	Lactobacillus phage BH1		Siphoviridae	dsDNA	RefSeq			Lactobacillus rhamnosus				ASM372337v1
PHAGE-1072	GCF_003864175.1		Bari,S.M.N., Hernandez,A.C., Hatoum-Aslan,A.	2020-05-15T16:28:00.390Z	Staphylococcus virus Pabna	Rosenblumvirus	Podoviridae	dsDNA	RefSeq	USA		Staphylococcus aureus subsp. aureus RN4220		42241		ASM386417v1
PHAGE-1073	GCF_003865475.1	SRR8771451	Jones,B.T., Lessor,L., O'Leary,C., Gill,J., Liu,M., Newkirk,H.N., O'Leary,C.J.	2020-06-19T12:54:38.397Z	Proteus phage Mydo		Myoviridae	dsDNA	RefSeq	USA: College Station, TX	TX	Proteus mirabilis		2013	SAMN11234226	ASM386547v1
PHAGE-1074	GCF_003865495.1		Johnson,G., Putonti,C.	2020-05-15T16:28:17.497Z	Pseudomonas virus Dobby	Citexvirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ASM386549v1
PHAGE-1075	GCF_003865675.1		Olsen,N.S., Kot,W., Hansen,L.H.	2020-05-15T16:28:41.093Z	Escherichia virus Skarpretter	Skarprettervirus	Podoviridae	dsDNA	RefSeq	Denmark		Escherichia coli				ASM386567v1
PHAGE-1076	GCF_003865715.1		Shi,Y., Yang,Z., Huang,G., Gong,Y., Peng,Y.	2020-05-15T16:28:56.847Z	Klebsiella virus kpssk3	Przondovirus	Autographiviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ASM386571v1
PHAGE-1077	GCF_003934415.1		Tabassum,R., Shafique,M., Khawaja,K.A., Alvi,I.A., Rehman,Y., Sheik,C.S., Abbas,Z., Rehman,S.U.	2020-05-15T16:30:29.940Z	Klebsiella virus TSK1	Webervirus	Drexlerviridae	dsDNA	RefSeq	Pakistan		Klebsiella pneumoniae				ASM393441v1
PHAGE-1078	GCF_003991685.1		Qi,R., Yu,M., Tang,T., Qiao,X., Li,Y.	2020-05-15T16:31:42.070Z	Lactobacillus virus Lpa804	Harbinvirus	Herelleviridae	dsDNA	RefSeq	China		Lactobacillus plantarum		42542		ASM399168v1
PHAGE-1079	GCF_003994835.1		Liao,Y.-T., Liu,F., Wu,V.C.	2020-05-15T16:31:57.943Z	Escherichia virus Ro45lw	Kayfunavirus	Autographiviridae	dsDNA	RefSeq	USA		Escherichia coli				ASM399483v1
PHAGE-1080	GCF_004006775.1		Li,Q., Teng,T.	2020-05-15T16:32:14.740Z	Klebsiella virus Henu1	Przondovirus	Autographiviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae		42858		ASM400677v1
PHAGE-1081	GCF_004015525.1		Nir-Paz,R., Gelman,D., Khouri,A., Sisson,B.M., Fackler,J., Oren,S.A., Khalifa,L., Rimon,A., Glazer,S.C., Moses,A.E., Yoram,W., Schooley,R.T., Hazan,R.	2020-05-15T16:32:45.337Z	Acinetobacter virus AbKT21III	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ASM401552v1
PHAGE-1082	GCF_004015545.1		Nir-Paz,R., Gelman,D., Khouri,A., Sisson,B.M., Fackler,J., Oren,S.A., Khalifa,L., Rimon,A., Glazer,S.C., Moses,A.E., Yoram,W., Schooley,R.T., Hazan,R.	2020-05-15T16:32:52.963Z	Klebsiella virus KpKT21phi1	Webervirus	Drexlerviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ASM401554v1
PHAGE-1083	GCF_004138795.1		Li,P., Tong,Y., Wang,J.	2020-05-15T16:33:08.993Z	Escherichia virus IME542	Christensenvirus	Drexlerviridae	dsDNA	RefSeq	China		Escherichia coli BL21(DE3)				ASM413879v1
PHAGE-1084	GCF_004138895.1		Lin,Z., Wang,T., Guo,Y.	2020-06-19T12:55:02.340Z	Pseudomonas phage vB_PaeM_SCUT-S1	Pbunavirus	Myoviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa PAO1				ASM413889v1
PHAGE-1085	GCF_004284875.1		Cha,Y., Chun,J., Son,B., Ryu,S.	2020-05-15T16:35:22Z	Staphylococcus virus CSA13	Rosenblumvirus	Podoviridae	dsDNA	RefSeq	South Korea		Staphylococcus aureus		42946		ASM428487v1
PHAGE-1086	GCF_004322875.1		Cai,R.	2020-05-15T16:35:45.397Z	Klebsiella virus GHK3	Webervirus	Drexlerviridae	dsDNA	RefSeq	China		Klebsiella pneumoniae		42446		ASM432287v1
PHAGE-1087	GCF_004325275.1		Gogokhia,L., Buhrke,K., Bell,R., Hoffman,B., Brown,D.G., Hanke-Gogokhia,C., Ajami,N.J., Wong,M.C., Ghazaryan,A., Valentine,J.F., Porter,N., Martens,E., O'Connell,R., Jacob,V., Scherl,E., Crawford,C., Stephens,W.Z., Casjens,S.R., Longman,R.S., Round,J.L., Casjens,S., Round,J.	2020-05-15T16:35:53.003Z	Escherichia virus NCA	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	USA		Escherichia coli NC101		2015-06		ASM432527v1
PHAGE-1088	GCF_004338395.1		Liu,P., Wang,M., Liu,J., Sun,Y.	2020-05-15T16:36:00.813Z	Escherichia virus HZP2	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	China		Escherichia coli		2017-05		ASM433839v1
PHAGE-1089	GCF_004355665.1		Kimuro,A., Yamasaka,A., Fujino,Y., Doi,K.	2020-07-22T09:40:52.263Z	Lactococcus phage phiQ1		Siphoviridae	dsDNA	RefSeq			Lactococcus lactis subsp. cremoris				ASM435566v1
PHAGE-1090	GCF_004367775.1		Alvi,I.A., Asif,M., Tabassum,R., Abbas,Z., Rehman,S.U.	2020-05-15T16:36:43.487Z	Pseudomonas virus RLP	Phikmvvirus	Autographiviridae	dsDNA	RefSeq	Pakistan: Lahore		Pseudomonas aeruginosa		2016		ASM436777v1
PHAGE-1091	GCF_004521275.1		Korf,I.H.E., Adriaennsens,E., Dreiseikelmann,B., Kropinski,A., Nimtz,M., Meier-Kolthoff,J.P., Rohde,M., van Raaij,M., Wittmann,J.	2020-05-15T16:36:59.927Z	Escherichia virus Goslar	Goslarvirus	Myoviridae	dsDNA	RefSeq	Germany		Escherichia coli		2016-05		ASM452127v1
PHAGE-1092	GCF_004521575.1		He,Y., Shi,H., Li,J., Sun,Y.	2020-06-19T12:56:04.580Z	Stenotrophomonas phage YB07		Ackermannviridae	dsDNA	RefSeq			Stenotrophomonas maltophilia				ASM452157v1
PHAGE-1093	GCF_004521615.1	SRR8869232	Rogers,K., Min,L., Newkirk,H., Liu,M., Ramsey,J., Williams,Z.	2020-05-15T16:37:16.080Z	Escherichia virus Minorna	Drulisvirus	Autographiviridae	dsDNA	RefSeq	USA: College Station, TX	TX	Escherichia coli		2017	SAMN11360441	ASM452161v1
PHAGE-1094	GCF_004768945.1		Sato,K., Ohishi,K., Azam,A.H., Miyanaga,K., Tanji,Y.	2020-06-19T13:36:20.583Z	Escherichia phage SP15	Tequintavirus	Demerecviridae	dsDNA	RefSeq			Escherichia coli O157:H7			SAMD00118711	ASM476894v1
PHAGE-1095	GCF_004799885.1		Michalik,J., Lessor,L., Gill,J., Liu,M.	2020-05-15T16:37:41.600Z	Klebsiella virus Pharr	Przondovirus	Autographiviridae	dsDNA	RefSeq	USA: College Station, TX	TX	Klebsiella pneumoniae		2012		ASM479988v1
PHAGE-1096	GCF_004800205.1		Olsen,N.S., Kot,W., Hansen,L.H.	2020-05-15T16:38:00.103Z	Escherichia virus Lidtsur	Bonnellvirus	Autographiviridae	dsDNA	RefSeq	Denmark		Escherichia coli		2017		ASM480020v1
PHAGE-1097	GCF_004800265.1		Olsen,N.S., Kot,W., Hansen,L.H.	2020-05-15T16:38:09.713Z	Escherichia virus Sortsne	Sortsnevirus	Podoviridae	dsDNA	RefSeq	Denmark		Escherichia coli		2017		ASM480026v1
PHAGE-1098	GCF_005145105.1		Zurabov,F.M., Zhilenkov,E.L., Shagin,D.A., Shelenkov,A.A., Mikhaylova,Y.V.	2020-07-22T09:57:57.153Z	Klebsiella phage vB_KpnS_FZ10	Webervirus	Drexlerviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae				ASM514510v1
PHAGE-1099	GCF_005394565.1		Korf,I.H.E., Adriaennsens,E., Dreiseikelmann,B., Kropinski,A., Nimtz,M., Meier-Kolthoff,J.P., Rohde,M., van Raaij,M., Wittmann,J.	2020-05-15T16:39:14.993Z	Escherichia virus KWBSE43-6	Taipeivirus	Ackermannviridae	dsDNA	RefSeq	Germany		Escherichia coli		2017-06		ASM539456v1
PHAGE-1100	GCF_005891605.1		Ong,S.P., Miyanaga,K., Tanji,Y.	2020-06-19T13:36:13.520Z	Pseudomonas phage PA01	Pbunavirus	Myoviridae	dsDNA	RefSeq	Japan:Kanagawa		Pseudomonas aeruginosa PAO1		43066	SAMD00156497	ASM589160v1
PHAGE-1101	GCF_005891865.1	SRR8869229	Bockoven,R., Gutierrez,J., Newkirk,H., Liu,M., Cahill,J., Ramsey,J.	2020-06-19T12:56:24.320Z	Serratia phage Parlo		Podoviridae	dsDNA	RefSeq	USA: College Station, TX	TX	Serratia marcescens		2017	SAMN11360383	ASM589186v1
PHAGE-1102	GCF_005891905.1	SRR8869241	Graham,K., Freeman,M., Newkirk,H., Liu,M., Cahill,J., Ramsey,J.	2020-06-19T12:56:31.220Z	Serratia phage MTx		Myoviridae	dsDNA	RefSeq	USA: Bryan, TX	TX	Serratia marcescens		2017	SAMN11360401	ASM589190v1
PHAGE-1103	GCF_005892145.1		Korf,I.H.E., Adriaennsens,E., Dreiseikelmann,B., Kropinski,A., Nimtz,M., Meier-Kolthoff,J.P., Rohde,M., van Raaij,M., Wittmann,J.	2020-05-15T16:40:18.317Z	Escherichia virus PTXU04	Xuquatrovirus	Podoviridae	dsDNA	RefSeq	Germany		Escherichia coli		2014-01		ASM589214v1
