Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;salivarius	species	HMT-755	Reads equally close to S. salivarius, S. thermophilus, and S. vestibularis were assigned to S. salivarius.; Reads equally close to S. salivarius, S. thermophilus, S. vestibularis, and S. anginosus were assigned half to S. salivarius and half to S. anginosus.; 	8.527	2.493	0.069	6.316	4.513	95.27	6.986	0.517	18.004	8.43	98.649	2.494	0.0	5.613	7.99	74.324	6.045	0.345	12.896	7.459	97.973	0.013	0.0	0.04	0.03	26.573	0.117	0.0	0.202	0.507	43.919	0.069	0.0	0.188	0.14	50.0	2.937	0.239	7.123	3.622	98.649	8.527	0.55	21.85	8.792	98.649	6.725	0.447	16.566	6.849	98.649
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;sanguinis	species	HMT-757	Reads equally close to G. haemolysans, G. morbillorum, and G. sanguinis were assigned one-third to each taxon.; 	1.76	1.76	0.234	4.049	1.784	99.324	0.827	0.171	1.623	0.914	99.324	0.881	0.095	1.912	0.888	99.324	0.515	0.054	1.069	0.673	97.973	0.0	0.0	0.0	0.001	1.399	0.152	0.01	0.274	0.266	90.541	0.151	0.008	0.258	0.306	90.541	0.205	0.043	0.4	0.16	96.622	0.237	0.021	0.502	0.245	97.297	0.599	0.053	1.545	0.676	97.297
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sanguinis	species	HMT-758	Reads equally close to S. sanguinis and S. agalactiae were assigned to S. sanguinis.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; 	4.67	1.02	0.085	2.218	1.716	97.973	0.495	0.049	1.097	0.762	96.622	0.568	0.0	1.264	1.621	87.162	0.201	0.0	0.379	0.586	84.459	0.001	0.0	0.0	0.007	4.196	3.072	0.206	6.238	4.457	96.622	4.67	0.785	9.009	4.924	100.0	0.772	0.125	1.53	0.917	97.297	0.099	0.0	0.203	0.23	86.486	0.255	0.0	0.746	0.417	83.108
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;segnis	species	HMT-762	Reads equally close to A. segnis, A. sp. HMT 512, and A. sp. HMT 513 were assigned one-third to each taxon.; 	0.15	0.018	0.0	0.038	0.083	31.081	0.014	0.0	0.028	0.047	31.081	0.004	0.0	0.005	0.021	10.811	0.04	0.0	0.038	0.269	30.405	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.343	0.368	42.568	0.15	0.0	0.332	0.413	50.0	0.056	0.0	0.203	0.117	49.324	0.008	0.0	0.012	0.047	20.946	0.014	0.0	0.028	0.051	29.054
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;showae	species	HMT-763	Reads equally close to C. rectus and C. showae were assigned half to each taxon.; 	0.174	0.013	0.0	0.051	0.026	34.459	0.014	0.0	0.042	0.031	31.757	0.078	0.0	0.146	0.262	35.135	0.063	0.0	0.17	0.155	60.135	0.0	0.0	0.0	0.0	0.0	0.174	0.0	0.496	0.27	70.946	0.164	0.0	0.433	0.274	75.0	0.108	0.0	0.342	0.176	66.892	0.014	0.0	0.023	0.059	27.703	0.034	0.0	0.083	0.085	39.865
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	HMT-764	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.0	1.146	0.794	86.486	0.196	0.0	0.399	0.557	81.757	0.115	0.0	0.186	0.325	57.432	0.091	0.0	0.117	0.309	66.892	0.0	0.0	0.0	0.0	0.0	0.633	0.0	1.375	1.147	85.811	1.078	0.009	3.057	1.515	93.243	0.422	0.0	1.057	0.581	87.162	0.025	0.0	0.068	0.05	58.784	0.069	0.0	0.188	0.14	65.541
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sinensis	species	HMT-767	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.015	0.416	0.203	99.324	0.495	0.094	1.05	0.445	100.0	0.032	0.0	0.099	0.071	56.081	0.419	0.077	0.936	0.384	97.973	0.001	0.0	0.003	0.004	16.084	0.049	0.0	0.119	0.089	79.054	0.073	0.0	0.159	0.112	86.486	0.311	0.057	0.667	0.326	100.0	0.849	0.184	1.746	0.737	100.0	0.476	0.107	1.016	0.395	99.324
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;socranskii subsp. socranskii	species	HMT-769	Reads equally close to T. socranskii, T. sp. HMT 268, and T. sp. HMT 269 were assigned one-third to each taxon.; 	0.297	0.009	0.0	0.016	0.056	25.676	0.003	0.0	0.006	0.016	10.811	0.0	0.0	0.0	0.002	3.378	0.027	0.0	0.069	0.065	45.946	0.0	0.0	0.0	0.0	0.0	0.297	0.0	0.848	0.401	73.649	0.129	0.0	0.392	0.293	62.838	0.027	0.0	0.073	0.044	56.081	0.003	0.0	0.01	0.01	18.919	0.01	0.0	0.023	0.033	30.405
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	HMT-775		2.618	0.224	0.0	0.527	0.421	77.027	0.131	0.0	0.288	0.263	66.892	0.065	0.0	0.135	0.246	31.081	0.616	0.0	1.937	1.589	63.514	0.0	0.0	0.0	0.006	1.399	2.029	0.054	4.915	2.761	93.243	2.618	0.282	6.178	2.582	97.297	0.566	0.02	1.57	0.651	90.541	0.282	0.0	0.744	0.796	55.405	0.422	0.0	0.866	1.378	59.459
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-780	species	HMT-780		3.421	0.275	0.0	0.54	0.781	51.351	0.093	0.0	0.237	0.191	47.973	3.421	0.0	10.924	4.912	72.297	0.107	0.0	0.209	0.326	41.892	0.006	0.0	0.0	0.053	1.399	0.036	0.0	0.086	0.106	25.0	0.024	0.0	0.092	0.051	29.054	0.112	0.0	0.366	0.196	55.405	0.007	0.0	0.016	0.03	14.189	0.319	0.0	0.173	2.742	40.541
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;saccharolytica	species	HMT-781		0.085	0.002	0.0	0.0	0.008	4.73	0.003	0.0	0.0	0.021	3.378	0.002	0.0	0.0	0.009	3.378	0.004	0.0	0.0	0.046	2.027	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.24	0.222	33.784	0.085	0.0	0.204	0.236	34.459	0.012	0.0	0.035	0.042	14.865	0.0	0.0	0.0	0.003	1.351	0.002	0.0	0.0	0.009	6.081
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;fusca	species	HMT-782		0.081	0.005	0.0	0.0	0.027	4.73	0.002	0.0	0.0	0.009	4.054	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.023	0.299	12.162	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.24	6.081	0.018	0.0	0.0	0.183	3.378	0.016	0.0	0.029	0.101	13.514	0.001	0.0	0.0	0.004	2.027	0.081	0.0	0.003	0.781	10.135
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;shahii	species	HMT-795		0.363	0.062	0.0	0.205	0.148	32.432	0.203	0.0	0.708	0.425	42.568	0.008	0.0	0.021	0.03	11.486	0.347	0.0	1.015	0.822	41.216	0.0	0.0	0.0	0.003	0.699	0.007	0.0	0.0	0.069	4.73	0.003	0.0	0.0	0.025	4.054	0.299	0.0	0.899	0.602	47.973	0.233	0.0	0.855	0.536	40.541	0.363	0.0	1.248	0.726	43.243
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;pylori	species	HMT-812		0.021	0.004	0.0	0.0	0.04	2.027	0.021	0.0	0.0	0.218	2.703	0.001	0.0	0.0	0.009	0.676	0.0	0.0	0.0	0.003	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.676	0.001	0.0	0.0	0.016	0.676	0.001	0.0	0.0	0.007	2.027	0.0	0.0	0.0	0.004	0.676	0.003	0.0	0.0	0.025	2.703
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;catarrhalis	species	HMT-833	Reads equally close to M. catarrhalis and M. nonliquefaciens were assigned half to each taxon.; 	0.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.009	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.676	0.0	0.0	0.0	0.0	0.0	0.378	0.0	0.0	3.118	4.73
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;goodfellowii	species	HMT-845		0.131	0.006	0.0	0.028	0.016	14.865	0.003	0.0	0.0	0.012	8.108	0.005	0.0	0.0	0.044	2.703	0.004	0.0	0.0	0.017	9.459	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.329	0.331	42.568	0.048	0.0	0.132	0.149	35.135	0.018	0.0	0.057	0.044	28.378	0.001	0.0	0.0	0.007	4.054	0.001	0.0	0.0	0.006	4.054
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Peptidiphaga;gingivicola	species	HMT-848		0.065	0.008	0.0	0.0	0.043	8.108	0.003	0.0	0.0	0.02	3.378	0.001	0.0	0.0	0.012	1.351	0.002	0.0	0.0	0.011	4.054	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.138	0.197	25.0	0.065	0.0	0.188	0.174	33.108	0.004	0.0	0.0	0.025	6.081	0.001	0.0	0.0	0.01	1.351	0.0	0.0	0.0	0.003	0.676
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;haemolyticus	species	HMT-851	Reads equally close to H. haemolyticus and H. sp. HMT 908 were assigned half to each taxon.; Reads equally close to H. haemolyticus, H. sp. HMT 908, and Aggregatibacter sp. HMT 898 were assigned one-third to each taxon.; 	3.534	1.427	0.033	3.877	2.094	93.243	0.334	0.0	0.721	0.582	87.162	3.534	0.173	10.109	4.592	95.946	0.332	0.0	0.62	0.928	81.757	0.0	0.0	0.0	0.0	0.699	0.092	0.0	0.205	0.26	61.486	0.106	0.0	0.22	0.33	57.432	0.391	0.01	1.004	0.463	89.865	0.021	0.0	0.051	0.043	45.946	0.26	0.0	0.651	0.705	76.351
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;massiliensis	species	HMT-852		0.131	0.005	0.0	0.017	0.02	12.162	0.003	0.0	0.0	0.013	6.757	0.003	0.0	0.0	0.024	4.054	0.001	0.0	0.0	0.004	2.027	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.3	0.255	62.838	0.131	0.0	0.312	0.222	66.892	0.001	0.0	0.0	0.007	4.054	0.0	0.0	0.0	0.001	0.676	0.001	0.0	0.0	0.008	2.703
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;gonidiaformans	species	HMT-860	Reads equally close to F. gonidiaformans and F. necrophorum were assigned half to each taxon.; 	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.676	0.0	0.0	0.0	0.004	1.351	0.05	0.0	0.0	0.327	9.459	0.0	0.0	0.0	0.001	0.699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.014	5.405	0.0	0.0	0.0	0.0	0.676	0.016	0.0	0.0	0.136	7.432
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;graevenitzii	species	HMT-866		1.027	0.08	0.0	0.292	0.164	50.0	0.47	0.0	1.047	1.112	81.757	0.022	0.0	0.031	0.101	16.216	0.618	0.0	1.635	1.106	85.135	0.0	0.0	0.0	0.0	0.699	0.019	0.0	0.0	0.175	3.378	0.006	0.0	0.0	0.061	4.73	0.21	0.0	0.442	0.479	69.595	1.027	0.0	2.344	1.769	87.838	0.761	0.01	1.622	1.187	89.865
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;scopos	species	HMT-885	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; 	1.324	0.187	0.009	0.453	0.303	93.243	0.874	0.091	2.048	0.928	97.297	0.052	0.0	0.132	0.161	54.73	0.761	0.063	1.772	0.858	97.297	0.0	0.0	0.0	0.0	0.699	0.121	0.0	0.29	0.343	63.514	0.051	0.0	0.161	0.101	61.486	1.023	0.228	2.194	0.927	99.324	1.324	0.133	2.831	1.219	98.649	0.989	0.096	2.058	1.048	96.622
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus clade-886	species	HMT-886		0.154	0.039	0.0	0.139	0.106	24.324	0.067	0.0	0.128	0.249	36.486	0.001	0.0	0.0	0.008	3.378	0.07	0.0	0.17	0.222	32.432	0.0	0.0	0.0	0.001	0.699	0.046	0.0	0.028	0.379	11.486	0.032	0.0	0.035	0.13	12.162	0.044	0.0	0.159	0.112	28.378	0.154	0.0	0.133	0.691	35.811	0.07	0.0	0.14	0.242	28.378
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;denticariosi	species	HMT-887	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.079	1.403	0.559	100.0	1.169	0.321	2.305	0.775	100.0	0.281	0.003	0.783	0.595	91.216	1.414	0.46	2.609	0.87	100.0	0.007	0.0	0.011	0.038	29.371	0.797	0.066	2.046	1.112	98.649	0.753	0.076	1.714	0.856	100.0	2.319	0.867	3.923	1.193	100.0	2.01	0.807	3.266	0.966	100.0	1.553	0.546	2.69	0.848	100.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-892	species	HMT-892	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oris clade-893	species	HMT-893	Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.536	0.119	0.0	0.235	0.282	83.108	0.026	0.0	0.056	0.07	73.649	0.03	0.0	0.065	0.083	47.973	0.014	0.0	0.019	0.099	41.216	0.0	0.0	0.0	0.0	1.399	0.446	0.02	1.087	0.901	95.946	0.536	0.043	1.184	0.911	97.297	0.027	0.0	0.062	0.036	77.703	0.003	0.0	0.009	0.006	31.757	0.015	0.0	0.023	0.074	50.676
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;sp. HMT-894	species	HMT-894		0.311	0.012	0.0	0.018	0.057	11.486	0.004	0.0	0.0	0.014	7.432	0.001	0.0	0.0	0.006	2.027	0.001	0.0	0.0	0.006	2.703	0.0	0.0	0.0	0.002	0.699	0.311	0.0	0.428	1.782	31.757	0.201	0.0	0.434	0.611	35.811	0.008	0.0	0.027	0.026	11.486	0.0	0.0	0.0	0.002	0.676	0.002	0.0	0.0	0.012	3.378
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;sp. HMT-898	species	HMT-898	Reads equally close to A. sp. HMT 458 and A. sp. HMT 898 were assigned half to each taxon.; Reads equally close to H. haemolyticus, H. sp. HMT 908, and Aggregatibacter sp. HMT 898 were assigned one-third to each taxon.; 	0.581	0.407	0.0	0.822	0.875	89.189	0.075	0.0	0.188	0.158	65.541	0.581	0.0	1.613	1.436	81.081	0.186	0.0	0.39	0.545	66.892	0.0	0.0	0.0	0.001	0.699	0.293	0.0	0.984	0.427	68.919	0.401	0.0	1.133	0.54	84.459	0.296	0.01	0.702	0.462	89.865	0.019	0.0	0.046	0.041	48.649	0.065	0.0	0.126	0.141	66.892
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-902	species	HMT-902	Reads equally close to C. sp. HMT 335 and 902 were assigned half to each taxon.; 	0.081	0.003	0.0	0.0	0.02	5.405	0.001	0.0	0.0	0.004	4.73	0.003	0.0	0.0	0.027	2.703	0.003	0.0	0.0	0.034	4.054	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.191	0.236	23.649	0.081	0.0	0.161	0.253	25.676	0.007	0.0	0.015	0.029	13.514	0.0	0.0	0.0	0.003	1.351	0.0	0.0	0.0	0.002	1.351
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-903	species	HMT-903	Reads equally close to C. ochraceae, C. sp. HMT 412, and C. sp. HMT 903 were assigned one-third to each taxon.; 	0.11	0.003	0.0	0.009	0.011	12.162	0.001	0.0	0.0	0.004	8.784	0.001	0.0	0.0	0.01	3.378	0.003	0.0	0.0	0.033	6.757	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.206	0.231	45.946	0.11	0.0	0.319	0.257	48.649	0.01	0.0	0.03	0.025	32.432	0.0	0.0	0.0	0.002	4.73	0.001	0.0	0.0	0.005	6.757
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp. HMT-908	species	HMT-908	Reads equally close to H. haemolyticus and H. sp. HMT 908 were assigned half to each taxon.; Reads equally close to H. haemolyticus, H. sp. HMT 908, and Aggregatibacter sp. HMT 898 were assigned one-third to each taxon.; 	3.534	1.427	0.033	3.877	2.094	93.243	0.334	0.0	0.721	0.582	87.162	3.534	0.173	10.109	4.592	95.946	0.332	0.0	0.62	0.928	81.757	0.0	0.0	0.0	0.0	0.699	0.092	0.0	0.205	0.26	61.486	0.106	0.0	0.22	0.33	57.432	0.391	0.01	1.004	0.463	89.865	0.021	0.0	0.051	0.043	45.946	0.26	0.0	0.651	0.705	76.351
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-909	species	HMT-909	Reads equally close to L. hofstadii and L. sp. HMT 909 were assigned half to each taxon.; 	0.414	0.031	0.0	0.078	0.075	48.649	0.01	0.0	0.036	0.022	28.378	0.014	0.0	0.01	0.087	11.486	0.014	0.0	0.044	0.032	34.459	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.563	0.423	68.243	0.414	0.0	1.352	0.666	72.297	0.031	0.0	0.093	0.05	48.649	0.008	0.0	0.02	0.027	25.676	0.009	0.0	0.029	0.02	28.378
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Stomatobaculum;sp. HMT-910	species	HMT-910	Reads equally close to S. longum and S. sp. HMT 910 were assigned half to each taxon.; Reads equally close to S. longum, S. sp. HMT 097, and S. sp. HMT 910 were assigned one-third to each taxon.; 	0.307	0.047	0.0	0.117	0.08	64.189	0.134	0.0	0.317	0.216	85.811	0.007	0.0	0.018	0.023	22.297	0.251	0.0	0.624	0.399	85.811	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.048	0.062	35.135	0.02	0.0	0.045	0.07	31.081	0.106	0.0	0.251	0.144	89.189	0.271	0.0	0.628	0.436	87.838	0.307	0.016	0.828	0.463	91.216
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT-914	species	HMT-914		0.935	0.173	0.0	0.416	0.324	76.351	0.481	0.0	1.294	0.633	88.514	0.077	0.0	0.125	0.34	36.486	0.599	0.022	1.426	0.832	91.892	0.0	0.0	0.0	0.001	0.699	0.057	0.0	0.12	0.197	41.216	0.04	0.0	0.137	0.082	42.568	0.735	0.043	1.711	0.939	93.243	0.729	0.0	1.873	0.914	86.486	0.935	0.017	2.112	1.237	90.541
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp. HMT-916	species	HMT-916	Reads equally close to T. sp. HMT 286 and 916 were assigned half to each taxon.; 	0.149	0.022	0.0	0.054	0.043	46.622	0.024	0.0	0.061	0.056	41.216	0.005	0.0	0.001	0.019	10.135	0.097	0.0	0.294	0.209	60.135	0.0	0.0	0.0	0.001	0.699	0.143	0.0	0.295	0.282	69.595	0.149	0.0	0.482	0.215	66.216	0.042	0.0	0.119	0.053	64.189	0.047	0.0	0.078	0.186	37.838	0.075	0.0	0.22	0.183	53.378
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-917	species	HMT-917		0.065	0.004	0.0	0.0	0.033	2.703	0.009	0.0	0.0	0.069	4.054	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.116	4.73	0.0	0.0	0.0	0.0	0.699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.321	6.081	0.032	0.0	0.0	0.188	6.757	0.065	0.0	0.0	0.371	6.757
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-919	species	HMT-919	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-920	species	HMT-920	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp. HMT-927	species	HMT-927		0.016	0.003	0.0	0.0	0.015	4.054	0.001	0.0	0.0	0.008	2.703	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.007	1.351	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.109	3.378	0.011	0.0	0.0	0.13	1.351	0.006	0.0	0.0	0.027	4.73	0.0	0.0	0.0	0.004	1.351	0.001	0.0	0.0	0.012	2.703
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp. HMT-930	species	HMT-930		2.873	0.508	0.0	0.833	2.045	48.649	0.148	0.0	0.356	0.385	43.919	2.873	0.0	9.598	5.508	58.108	0.116	0.0	0.401	0.263	44.595	0.0	0.0	0.0	0.001	0.699	0.062	0.0	0.176	0.202	26.351	0.029	0.0	0.057	0.086	29.054	0.218	0.0	0.556	0.468	56.757	0.011	0.0	0.04	0.032	21.622	0.115	0.0	0.31	0.379	33.784
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-932	species	HMT-932	Reads equally close to K. denitrificans, K. sp. HMT 932, and Eikenella sp. HMT 011 were assigned one-third to each taxon.; 	0.091	0.012	0.0	0.025	0.047	28.378	0.005	0.0	0.016	0.013	23.649	0.001	0.0	0.001	0.005	10.135	0.003	0.0	0.006	0.016	14.865	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.139	0.162	58.784	0.091	0.0	0.243	0.173	67.568	0.014	0.0	0.045	0.036	32.432	0.002	0.0	0.003	0.006	10.811	0.003	0.0	0.009	0.009	16.216
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;parvum	species	HMT-934	Reads equally close to O. parvum and O. sinus were assigned half to each taxon.; 	1.231	0.12	0.0	0.309	0.194	83.108	0.392	0.08	0.711	0.375	97.973	0.017	0.0	0.037	0.06	32.432	0.498	0.099	0.96	0.394	96.622	0.0	0.0	0.0	0.001	1.399	0.01	0.0	0.013	0.071	16.216	0.008	0.0	0.019	0.044	22.297	1.231	0.273	2.636	1.435	100.0	0.612	0.197	1.167	0.444	97.973	0.558	0.107	1.228	0.497	97.973
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-936	species	HMT-936	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
